#,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,ACs
#,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,ACs
377,Nainital,4,GEN,Uttar Pradesh [1947 - 1999],Narayan Datt Tiwari,Indian National Congress,1368193,803947,58.8 %,112407,14.0%,AC View
378,Nalanda,34,GEN,Bihar [1947 - 1999],George Fernandes,Janata Dal (United),1180008,878611,74.5 %,105821,12.0%,AC View
379,Nalgonda,41,GEN,Andhra Pradesh,Gutha Sukender Reddy,Telugu Desam,1417182,980671,69.2 %,79735,8.1%,AC View
380,Nanded,30,GEN,Maharashtra,Khatgaonkar Bhaskarrao Bapurao,Indian National Congress,1191427,784001,65.8 %,32575,4.2%,AC View
381,Nandurbar,15,GEN,Maharashtra,Gavit Manikrao Hodlya,Indian National Congress,1079466,710789,65.9 %,130771,18.4%,AC View
382,Nandyal,27,GEN,Andhra Pradesh,Bhuma Nagi Reddy,Telugu Desam,1116553,749179,67.1 %,72609,9.7%,AC View
383,Narasapur,10,GEN,Andhra Pradesh,Uppalapati Venkata Krishnam Raju,Bharatiya Janta Party,1020409,733626,71.9 %,165948,22.6%,AC View
384,Narasaraopet,17,GEN,Andhra Pradesh,Janardhanareddy Nedurumalli,Indian National Congress,1262560,878186,69.6 %,13882,1.6%,AC View
385,Nashik,12,ST,Maharashtra,Dhikale Uttamrao Nathuji,Shiv Sena,1344755,778284,57.9 %,36812,4.7%,AC View
386,Nawada,42,SC,Bihar [1947 - 1999],Sanjay Paswan,Bharatiya Janta Party,1173989,859271,73.2 %,84085,9.8%,AC View
387,Nellore,19,SC,Andhra Pradesh,Rajeswaramma Vukkala,Telugu Desam,1165144,786565,67.5 %,40453,5.1%,AC View
388,New Delhi,1,GEN,Delhi [1977 Onwards],Jag Mohan,Bharatiya Janta Party,543037,226866,41.8 %,27893,12.3%,AC View
389,Nilgiris,18,GEN,Tamil Nadu,"Mathan, M. (Alias) Master Mathan, M.",Bharatiya Janta Party,1348475,742727,55.1 %,23959,3.2%,AC View
390,Nizamabad,34,GEN,Andhra Pradesh,Ganga Reddy Gaddam,Telugu Desam,1129947,778332,68.9 %,3436,0.4%,AC View
391,Nowgong,10,GEN,Assam,Rajen Gohain,Bharatiya Janta Party,1113339,781105,70.2 %,35428,4.5%,AC View
392,Nowrangpur,13,GEN,Orissa,Parsuram Majhi,Bharatiya Janta Party,1085575,676874,62.4 %,16151,2.4%,AC View
393,Ongole,18,GEN,Andhra Pradesh,Karanam Balarama Krishna Murthy,Telugu Desam,1190279,792803,66.6 %,21948,2.8%,AC View
394,Osmanabad,36,GEN,Maharashtra,Kamble Shivaji Vithalrao,Shiv Sena,936324,667062,71.2 %,59073,8.9%,AC View
395,Ottapalam,8,GEN,Kerala,S. Ajayakumar,Communist Party Of India (MARXIST),1103327,784584,71.1 %,13715,1.7%,AC View
396,Outer Delhi,3,GEN,Delhi [1977 Onwards],Sahib Singh Verma,Bharatiya Janta Party,3103525,1287504,41.5 %,202472,15.7%,AC View
397,Outer Manipur,2,ST,Manipur,Holkhomang,Nationalist Congress Party,714411,454615,63.6 %,28809,6.3%,AC View
398,Padrauna,40,GEN,Uttar Pradesh [1947 - 1999],Ram Nagina Mishra,Bharatiya Janta Party,1210405,708154,58.5 %,26738,3.8%,AC View
399,Palamau,54,SC,Bihar [1947 - 1999],Braj Mohan Ram,Bharatiya Janta Party,1080153,516668,47.8 %,85125,16.5%,AC View
400,Palani,22,GEN,Tamil Nadu,"Kumarasamy, P.",All India Anna Dravida Munnetra Kazhagam,1159677,682853,58.9 %,28717,4.2%,AC View
401,Palghat,7,GEN,Kerala,N.N.Krishnadas,Communist Party Of India (MARXIST),1132416,815882,72.1 %,30767,3.8%,AC View
402,Pali,21,GEN,Rajasthan,Pusp Jain,Bharatiya Janta Party,1080520,540250,50.0 %,104666,19.4%,AC View
403,Panaji,1,GEN,Goa,Shripad Yasso Naik,Bharatiya Janta Party,413641,191093,46.2 %,36721,19.2%,AC View
404,Pandharpur,38,SC,Maharashtra,Athawale Ramdas Bandu,Independent,1106361,827541,74.8 %,259505,31.4%,AC View
405,Panskura,29,SC,West Bengal,Gita Mukherjee,Communist Party Of India,986955,824564,83.6 %,46858,5.7%,AC View
406,Parbhani,31,GEN,Maharashtra,Jadhav Suresh Ramrao,Shiv Sena,1055193,705781,66.9 %,43665,6.2%,AC View
407,Parvathipuram,2,ST,Andhra Pradesh,Dadichiluka Veera Gouri Sankara Rao,Telugu Desam,911609,637051,69.9 %,13281,2.1%,AC View
408,Patan,13,GEN,Gujarat,Rashtrapal Pravinchandra Somabhai,Indian National Congress,1003829,486048,48.4 %,17127,3.5%,AC View
409,Patiala,8,SC,Punjab,Preneet Kaur,Indian National Congress,1310354,781794,59.7 %,78908,10.1%,AC View
410,Patna,35,GEN,Bihar [1947 - 1999],C P Thakur,Bharatiya Janta Party,1470372,812307,55.2 %,46892,5.8%,AC View
411,Peddapalli,36,SC,Andhra Pradesh,Dr.Smt.C. Suguna Kumari,Telugu Desam,1330759,896723,67.4 %,15889,1.8%,AC View
412,Perambalur,28,GEN,Tamil Nadu,Raja. A.,Dravida Munetra Kazhagam,1064321,696057,65.4 %,68051,9.8%,AC View
413,Periyakulam,25,GEN,Tamil Nadu,"Dhinakaran,",All India Anna Dravida Munnetra Kazhagam,1121725,665824,59.4 %,45806,6.9%,AC View
414,Phillaur,5,SC,Punjab,Santosh Chowdhary,Indian National Congress,1144089,619793,54.2 %,26578,4.3%,AC View
415,Phulbani,15,GEN,Orissa,Padmanava Behera,Biju Janata Dal,1126908,641041,56.9 %,102215,15.9%,AC View
416,Phulpur,55,GEN,Uttar Pradesh [1947 - 1999],Dharam Raj Singh Patel,Samajwadi Party,1183537,690973,58.4 %,20039,2.9%,AC View
417,Pilibhit,13,GEN,Uttar Pradesh [1947 - 1999],Maneka Gandhi,Independent,1139217,756275,66.4 %,239855,31.7%,AC View
418,Pollachi,21,GEN,Tamil Nadu,"Krishnan, Dr.C.",Marumalarchi Dravida Munnetra Kazhagam,1074230,613288,57.1 %,9515,1.6%,AC View
419,Pondicherry,1,GEN,Pondicherry,M O H Farook,Indian National Congress,701990,444174,63.3 %,24188,5.4%,AC View
420,Ponnani,6,GEN,Kerala,G.M. Banatwalla,Muslim League Kerala State Committee,1146335,694990,60.6 %,129478,18.6%,AC View
421,Porbandar,5,GEN,Gujarat,Javiya Gordhanbhai Jadavbhai,Bharatiya Janta Party,894299,331994,37.1 %,101360,30.5%,AC View
422,Pratapgarh,24,GEN,Uttar Pradesh [1947 - 1999],Rajkumari Ratna Singh,Indian National Congress,1189143,575741,48.4 %,6003,1.0%,AC View
423,Pudukkottai,32,GEN,Tamil Nadu,Thirunavukarasu,M.G.R.Anna D.M.Kazhagam,1218297,780964,64.1 %,64302,8.2%,AC View
424,Pune,42,SC,Maharashtra,Pradeep Rawat,Bharatiya Janta Party,1435101,749454,52.2 %,91285,12.2%,AC View
425,Puri,8,SC,Orissa,Braja Kishore Tripathy,Biju Janata Dal,1176817,666936,56.7 %,131745,19.8%,AC View
426,Purnea,24,GEN,Bihar [1947 - 1999],Rajesh Ranjan,Independent,1085356,702553,64.7 %,252566,35.9%,AC View
427,Purulia,34,GEN,West Bengal,Birsingh Mahato,All India Forward Bloc,1008066,692271,68.7 %,174870,25.3%,AC View
428,Quilon,18,GEN,Kerala,P. Rajendran,Communist Party Of India (MARXIST),1088597,740869,68.1 %,19284,2.6%,AC View
429,Rae Bareli,23,GEN,Uttar Pradesh [1947 - 1999],Satish Sharma,Indian National Congress,1174548,696302,59.3 %,73549,10.6%,AC View
430,Raichur,3,GEN,Karnataka,A. Venkatesh Naik,Indian National Congress,1226104,722982,59.0 %,172206,23.8%,AC View
431,Raiganj,5,GEN,West Bengal,Priya Ranjan Dasmunsi,Indian National Congress,1144667,885408,77.4 %,75255,8.5%,AC View
432,Raigarh,13,ST,Madhya Pradesh [1947 - 1999],Vishnudeo Sai,Bharatiya Janta Party,975987,579632,59.4 %,5773,1.0%,AC View
433,Raipur,17,GEN,Madhya Pradesh [1947 - 1999],Ramesh Bais,Bharatiya Janta Party,1177144,669287,56.9 %,80060,12.0%,AC View
434,Rajahmundry,8,GEN,Andhra Pradesh,Satyanarayana Rao S.B.P.B.K,Bharatiya Janta Party,1137225,823798,72.4 %,60031,7.3%,AC View
435,Rajampet,22,GEN,Andhra Pradesh,Gunipati Ramaiah,Telugu Desam,946311,678817,71.7 %,27170,4.0%,AC View
436,Rajapur,1,ST,Maharashtra,Suresh Prabhu,Shiv Sena,790537,456224,57.7 %,112850,24.7%,AC View
437,Rajgarh,32,GEN,Madhya Pradesh [1947 - 1999],Laxman Singh,Indian National Congress,1115072,673637,60.4 %,65693,9.8%,AC View
438,Rajkot,4,GEN,Gujarat,Dr Kathiriya Vallabhbhai Ramjibhai,Bharatiya Janta Party,1379914,558569,40.5 %,86747,15.5%,AC View
439,Rajmahal,26,ST,Bihar [1947 - 1999],Thomas Hansda,Indian National Congress,950593,569344,59.9 %,62099,10.9%,AC View
440,Rajnandgaon,22,GEN,Madhya Pradesh [1947 - 1999],Dr. Raman,Bharatiya Janta Party,1016713,603640,59.4 %,26715,4.4%,AC View
441,Ramanathapuram,34,GEN,Tamil Nadu,Malaisamy.K.,All India Anna Dravida Munnetra Kazhagam,1115127,641057,57.5 %,6646,1.0%,AC View
442,Rampur,8,GEN,Uttar Pradesh [1947 - 1999],Begum Noor Bano Urf Mahtab Zamani Begum,Indian National Congress,1322470,820796,62.1 %,115471,14.1%,AC View
443,Ramtek,22,ST,Maharashtra,Subodh Mohite,Shiv Sena,1050833,689771,65.6 %,11689,1.7%,AC View
444,Ranchi,49,GEN,Bihar [1947 - 1999],Ram Tahal Choudhary,Bharatiya Janta Party,1131760,583745,51.6 %,241177,41.3%,AC View
445,Rasipuram,15,GEN,Tamil Nadu,"Saroja, V. Dr.",All India Anna Dravida Munnetra Kazhagam,1161452,643060,55.4 %,38405,6.0%,AC View
446,Ratnagiri,2,GEN,Maharashtra,Anant Gangaram Geete,Shiv Sena,872359,558229,64.0 %,115343,20.7%,AC View
447,Rewa,9,GEN,Madhya Pradesh [1947 - 1999],Sunder Lal Tiwari,Indian National Congress,1369793,748500,54.6 %,64151,8.6%,AC View
448,Robertsganj,53,SC,Uttar Pradesh [1947 - 1999],Ram Shakal,Bharatiya Janta Party,1443487,755019,52.3 %,15928,2.1%,AC View
449,Rohtak,5,GEN,Haryana,Inder Singh,Indian National Lok Dal,938878,634235,67.6 %,144693,22.8%,AC View
450,Ropar,7,GEN,Punjab,Shamsher Singh,Indian National Congress,1266744,718970,56.8 %,77381,10.8%,AC View
451,Rosera,16,SC,Bihar [1947 - 1999],Ram Chandra Paswan,Janata Dal (United),1077267,734151,68.2 %,142916,19.5%,AC View
452,Sabarkantha,15,GEN,Gujarat,Nisha Amarsinh Chaudhary,Indian National Congress,1119855,672849,60.1 %,14376,2.1%,AC View
453,Sagar,5,SC,Madhya Pradesh [1947 - 1999],Virendra Kumar,Bharatiya Janta Party,1122464,543932,48.5 %,60473,11.1%,AC View
454,Saharanpur,84,GEN,Uttar Pradesh [1947 - 1999],Mansoor Ali Khan,Bahujan Samaj Party,1261896,778805,61.7 %,22307,2.9%,AC View
455,Saharsa,20,GEN,Bihar [1947 - 1999],Dinesh Chandra Yadav,Janata Dal (United),1142103,732053,64.1 %,94493,12.9%,AC View
456,Saidpur,49,SC,Uttar Pradesh [1947 - 1999],Tufani Saroj,Samajwadi Party,1309952,714660,54.6 %,31371,4.4%,AC View
457,Salem,16,GEN,Tamil Nadu,"Selvaganapathi, T.M.",All India Anna Dravida Munnetra Kazhagam,1257383,743934,59.2 %,25411,3.4%,AC View
458,Salempur,42,GEN,Uttar Pradesh [1947 - 1999],Babban Rajbhar,Bahujan Samaj Party,1265863,647355,51.1 %,9050,1.4%,AC View
459,Salumber,17,GEN,Rajasthan,Bheru Lal Meena,Indian National Congress,1117315,577100,51.7 %,52408,9.1%,AC View
460,Samastipur,17,GEN,Bihar [1947 - 1999],Manjay Lal,Janata Dal (United),1219110,801021,65.7 %,12688,1.6%,AC View
461,Sambalpur,17,GEN,Orissa,Prasanna Acharya,Biju Janata Dal,1190344,702356,59.0 %,126963,18.1%,AC View
462,Sambhal,9,GEN,Uttar Pradesh [1947 - 1999],Mulayam Singh Yadav,Samajwadi Party,1081421,629490,58.2 %,115834,18.4%,AC View
463,Sangli,46,GEN,Maharashtra,Prakash (Bapu) Vasantrao Patil,Indian National Congress,1031607,735459,71.3 %,160560,21.8%,AC View
464,Sangrur,10,GEN,Punjab,Simranjit Singh Mann,Shiromani Akali Dal (SIMRANJIT SINGH MANN),1145315,716182,62.5 %,86317,12.1%,AC View
465,Sarangarh,16,SC,Madhya Pradesh [1947 - 1999],P. R. Khute,Bharatiya Janta Party,1087904,685971,63.1 %,51759,7.5%,AC View
466,Sasaram,38,SC,Bihar [1947 - 1999],Muni Lall,Bharatiya Janta Party,1144324,662269,57.9 %,18676,2.8%,AC View
467,Satara,44,GEN,Maharashtra,Laxmanrao Pandurang Jadhav Patil,Nationalist Congress Party,984469,703027,71.4 %,124771,17.7%,AC View
468,Satna,8,GEN,Madhya Pradesh [1947 - 1999],Ramanand Singh,Bharatiya Janta Party,1189692,625644,52.6 %,3405,0.5%,AC View
469,Sawai Madhopur,11,ST,Rajasthan,Jaskaur,Bharatiya Janta Party,1177950,515834,43.8 %,58881,11.4%,AC View
470,Secunderabad,31,GEN,Andhra Pradesh,Bandaru Dattatraya,Bharatiya Janta Party,1770024,970791,54.9 %,97626,10.1%,AC View
471,Seoni,26,GEN,Madhya Pradesh [1947 - 1999],Ram Naresh Tripathi,Bharatiya Janta Party,1115422,597615,53.6 %,15934,2.7%,AC View
472,Serampore,26,GEN,West Bengal,Akbor Ali Khandoker,All India Trinamool Congress,1325375,925995,69.9 %,47764,5.2%,AC View
473,Shahabad,16,GEN,Uttar Pradesh [1947 - 1999],Daud Ahmad,Bahujan Samaj Party,1128503,649856,57.6 %,42132,6.5%,AC View
474,Shahdol,11,ST,Madhya Pradesh [1947 - 1999],Dalpat Singh,Bharatiya Janta Party,1198264,596288,49.8 %,19901,3.3%,AC View
475,Shahjahanpur,14,GEN,Uttar Pradesh [1947 - 1999],Kr. Jitendra Prasad,Indian National Congress,1130852,683859,60.5 %,17992,2.6%,AC View
476,Shajapur,33,SC,Madhya Pradesh [1947 - 1999],Thavarchand Gehlot,Bharatiya Janta Party,1199025,763797,63.7 %,34666,4.5%,AC View
477,Sheohar,12,GEN,Bihar [1947 - 1999],Md Anwarul Haque,Rashtriya Janata Dal,1083123,726559,67.1 %,2535,0.3%,AC View
478,Shillong,1,ST,Meghalaya,Paty Ripple Kyndiah,Indian National Congress,724389,369010,50.9 %,37823,10.2%,AC View
479,Shimoga,21,GEN,Karnataka,S.Bangarappa,Indian National Congress,1133307,832101,73.4 %,95038,11.4%,AC View
480,Sholapur,37,GEN,Maharashtra,Shinde Sushilkumar Sambhajirao,Indian National Congress,1026006,630769,61.5 %,76995,12.2%,AC View
481,Siddipet,32,SC,Andhra Pradesh,M. Rajaiah,Telugu Desam,1622094,1075422,66.3 %,153721,14.3%,AC View
482,Sidhi,10,ST,Madhya Pradesh [1947 - 1999],Chandra Pratap Singh ( Baba Sahab),Bharatiya Janta Party,1263213,615212,48.7 %,4855,0.8%,AC View
483,Sikar,5,GEN,Rajasthan,Subhash Maharia,Bharatiya Janta Party,1290220,755202,58.5 %,28173,3.7%,AC View
484,Sikkim,1,GEN,Sikkim,Bhim Pd. Dahal,Sikkim Democratic Front,255377,208670,81.7 %,21362,10.2%,AC View
485,Silchar,2,GEN,Assam,Sontosh Mohan Dev,Indian National Congress,827760,608528,73.5 %,107752,17.7%,AC View
486,Simla,1,GEN,Himachal Pradesh,Lt. Col. Dhani Ram Shandil,Himachal Vikash Congress,945063,504488,53.4 %,46930,9.3%,AC View
487,Singhbhum,51,ST,Bihar [1947 - 1999],Laxman Gilua,Bharatiya Janta Party,846629,482318,57.0 %,82311,17.1%,AC View
488,Sirsa,10,GEN,Haryana,Dr. Sushil Kumar Indora,Indian National Lok Dal,1100439,641063,58.3 %,219726,34.3%,AC View
489,Sitamarhi,11,GEN,Bihar [1947 - 1999],Nawal Kishore Rai,Janata Dal (United),1126989,756016,67.1 %,101257,13.4%,AC View
490,Sitapur,17,GEN,Uttar Pradesh [1947 - 1999],Rajesh Verma,Bahujan Samaj Party,1113415,644865,57.9 %,36362,5.6%,AC View
491,Sivaganga,33,GEN,Tamil Nadu,"Sudarsana Natchiappan,e.M.",Indian National Congress,1117223,624047,55.9 %,23811,3.8%,AC View
492,Sivakasi,35,GEN,Tamil Nadu,Vaiko,Marumalarchi Dravida Munnetra Kazhagam,1257935,790751,62.9 %,74781,9.5%,AC View
493,Siwan,5,GEN,Bihar [1947 - 1999],M Sahabuddin,Rashtriya Janata Dal,989004,709984,71.8 %,129840,18.3%,AC View
494,Sonepat,4,GEN,Haryana,Kishan Singh Sangwan,Bharatiya Janta Party,1057175,659535,62.4 %,266138,40.4%,AC View
495,South Delhi,2,GEN,Delhi [1977 Onwards],Vijay Kumar Malhotra,Bharatiya Janta Party,1194198,499990,41.9 %,29999,6.0%,AC View
496,Srikakulam,1,GEN,Andhra Pradesh,Yerrannaidu Kinjarapu,Telugu Desam,985232,676413,68.7 %,96882,14.3%,AC View
497,Srinagar,2,GEN,Jammu & Kashmir,Omer Abdullah,Jammu & Kashmir National Conference,854081,101933,11.9 %,36859,36.2%,AC View
498,Sriperumbudur,4,GEN,Tamil Nadu,"Krishnaswamy, A.",Dravida Munetra Kazhagam,1353858,744852,55.0 %,75002,10.1%,AC View
499,Sultanpur,26,GEN,Uttar Pradesh [1947 - 1999],Jai Bhadra Singh,Bahujan Samaj Party,1220728,622094,51.0 %,14599,2.3%,AC View
500,Sundargarh,20,GEN,Orissa,Jual Oram,Bharatiya Janta Party,1198357,630650,52.6 %,152514,24.2%,AC View
501,Surat,24,GEN,Gujarat,Kashiram Rana,Bharatiya Janta Party,1950958,629334,32.3 %,249197,39.6%,AC View
502,Surendranagar,2,GEN,Gujarat,Makwana Savshibhai Kanjibhai,Indian National Congress,970544,478887,49.3 %,25905,5.4%,AC View
503,Surguja,12,ST,Madhya Pradesh [1947 - 1999],Khel Sai Singh,Indian National Congress,1089910,591901,54.3 %,61426,10.4%,AC View
504,Tamluk,30,GEN,West Bengal,Lakshman Chandra Seth,Communist Party Of India (MARXIST),1098196,919886,83.8 %,54826,6.0%,AC View
505,Tarn Taran,3,GEN,Punjab,Tarlochan Singh Tur,Shiromani Akali Dal,1101496,594943,54.0 %,75617,12.7%,AC View
506,Tehri Garhwal,1,GEN,Uttar Pradesh [1947 - 1999],Manabendra Shah,Bharatiya Janta Party,1161284,490531,42.2 %,15771,3.2%,AC View
507,Tenali,14,GEN,Andhra Pradesh,Ummareddy Venkateswarlu,Telugu Desam,960447,659306,68.7 %,73029,11.1%,AC View
508,Tenkasi,37,SC,Tamil Nadu,"Murugesan,s.",All India Anna Dravida Munnetra Kazhagam,1044090,677352,64.9 %,887,0.1%,AC View
509,Tezpur,9,GEN,Assam,Moni Kumar Subba,Indian National Congress,971406,705449,72.6 %,25706,3.6%,AC View
510,Thane,10,GEN,Maharashtra,Prakash Paranjpe,Shiv Sena,2772750,934027,33.7 %,99683,10.7%,AC View
511,Thanjavur,31,GEN,Tamil Nadu,Palanimanickam.S.S.,Dravida Munetra Kazhagam,1049837,662025,63.1 %,33014,5.0%,AC View
512,Tindivanam,10,GEN,Tamil Nadu,Ramachandran N. Gingee.,Marumalarchi Dravida Munnetra Kazhagam,1128742,695793,61.6 %,9350,1.3%,AC View
513,Tiruchendur,38,GEN,Tamil Nadu,"Jayaseelan, A.D.K.",Dravida Munetra Kazhagam,1040627,544782,52.4 %,59666,11.0%,AC View
514,Tiruchengode,17,GEN,Tamil Nadu,"Kannappan, M.",Marumalarchi Dravida Munnetra Kazhagam,1527064,846112,55.4 %,4556,0.5%,AC View
515,Tiruchirappalli,27,SC,Tamil Nadu,Arangarajan Kumaramangalam,Bharatiya Janta Party,1245971,702752,56.4 %,89197,12.7%,AC View
516,Tirunelveli,36,GEN,Tamil Nadu,"Pandian, P.H.",All India Anna Dravida Munnetra Kazhagam,1121877,610963,54.5 %,26494,4.3%,AC View
517,Tirupathi,20,SC,Andhra Pradesh,Dr.N.Venkataswamy,Bharatiya Janta Party,1199710,824694,68.7 %,12497,1.5%,AC View
518,Tiruppattur,8,GEN,Tamil Nadu,"Venugopal, D.",Dravida Munetra Kazhagam,1144891,746109,65.2 %,23613,3.2%,AC View
519,Tonk,13,GEN,Rajasthan,Shyam Lal Bansiwal,Bharatiya Janta Party,1138478,546453,48.0 %,48358,8.8%,AC View
520,Trichur,9,SC,Kerala,A.C. Jose,Indian National Congress,1071266,737054,68.8 %,11632,1.6%,AC View
521,Tripura East,2,ST,Tripura,Baju Ban Riyan,Communist Party Of India (MARXIST),854764,564376,66.0 %,150500,26.7%,AC View
522,Tripura West,1,GEN,Tripura,Samar Chowdhury,Communist Party Of India (MARXIST),941291,659408,70.1 %,198399,30.1%,AC View
523,Trivandrum,20,GEN,Kerala,Advocate V.S. Sivakumar,Indian National Congress,1198918,757497,63.2 %,14485,1.9%,AC View
524,Tumkur,8,GEN,Karnataka,G.S.Basavaraj,Indian National Congress,1086936,800907,73.7 %,63937,8.0%,AC View
525,Tura,2,ST,Meghalaya,Purno Agitok Sangma,Nationalist Congress Party,453861,292647,64.5 %,113579,38.8%,AC View
526,Udaipur,18,GEN,Rajasthan,Girija Vyas,Indian National Congress,1256888,709780,56.5 %,54091,7.6%,AC View
527,Udhampur,5,GEN,Jammu & Kashmir,Prof. Chaman Lal Gupta,Bharatiya Janta Party,1016952,403210,39.7 %,118307,29.3%,AC View
528,Udupi,18,SC,Karnataka,Vinay Kumar Sorake,Indian National Congress,1023798,697132,68.1 %,31587,4.5%,AC View
529,Ujjain,38,SC,Madhya Pradesh [1947 - 1999],Dr. Satyanarayan Jatiya,Bharatiya Janta Party,1107836,673742,60.8 %,68038,10.1%,AC View
530,Uluberia,25,GEN,West Bengal,Hannan Mollah,Communist Party Of India (MARXIST),1101065,818915,74.4 %,67577,8.3%,AC View
531,Unnao,22,GEN,Uttar Pradesh [1947 - 1999],Deepak Kumar,Samajwadi Party,1201204,599503,49.9 %,37775,6.3%,AC View
532,Vaishali,9,GEN,Bihar [1947 - 1999],Raghuvansh Prasad Singh,Rashtriya Janata Dal,1049006,721601,68.8 %,45392,6.3%,AC View
533,Vandavasi,9,GEN,Tamil Nadu,"Durai, M.",Pattali Makkal Katchi,1104886,679992,61.5 %,59197,8.7%,AC View
534,Varanasi,52,GEN,Uttar Pradesh [1947 - 1999],Shankar Prasad Jaiswal,Bharatiya Janta Party,1407844,633826,45.0 %,52859,8.3%,AC View
535,Vellore,7,GEN,Tamil Nadu,"Shanmugam, N.T.",Pattali Makkal Katchi,1152421,702639,61.0 %,25685,3.7%,AC View
536,Vidisha,31,GEN,Madhya Pradesh [1947 - 1999],Shivraj Singh Chauhan,Bharatiya Janta Party,1171691,655686,56.0 %,82397,12.6%,AC View
537,Vijayawada,13,GEN,Andhra Pradesh,Gadde Rama Mohan,Telugu Desam,1384393,947325,68.4 %,87066,9.2%,AC View
538,Visakhapatnam,4,GEN,Andhra Pradesh,M.V.V.S.Murthy,Telugu Desam,1420606,914936,64.4 %,38919,4.3%,AC View
539,Vishnupur,36,GEN,West Bengal,Sandhya Bauri,Communist Party Of India (MARXIST),1071817,846339,79.0 %,181570,21.5%,AC View
540,Warangal,39,GEN,Andhra Pradesh,Bodakunti Venkateshwarlu,Telugu Desam,1132718,855702,75.5 %,13366,1.6%,AC View
541,Wardha,27,GEN,Maharashtra,Prabha Rao,Indian National Congress,1079969,682935,63.2 %,7062,1.0%,AC View
542,Washim,20,ST,Maharashtra,Bhawana Pundlikrao Gawali,Shiv Sena,1004211,678010,67.5 %,39595,5.8%,AC View
543,Yavatmal,28,GEN,Maharashtra,Uttamrao Deorao Patil,Indian National Congress,1007605,648805,64.4 %,15226,2.3%,AC View
