PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
Saharsa,73,GEN,Bihar [1947 - 1999],Chiranjib Jha,Indian National Congress,602165,326632,54.2 %,76338,23.4%
Saidpur,420,SC,Uttar Pradesh [1947 - 1999],Shambhu Nath,Indian National Congress,555700,275252,49.5 %,71446,26.0%
Salem,346,GEN,Tamil Nadu,E. R. Krishnan,Dravida Munetra Kazhagam,596531,422782,70.9 %,54796,13.0%
Salempur,413,GEN,Uttar Pradesh [1947 - 1999],Tarkeshwar Panday,Indian National Congress,599035,273766,45.7 %,102801,37.6%
Samastipur,70,GEN,Bihar [1947 - 1999],Yamuna Prasad Mandal,Indian National Congress,619551,342224,55.2 %,75716,22.1%
Sambalpur,292,GEN,Orissa,Banamali Babu,Indian National Congress,572779,207475,36.2 %,42707,20.6%
Sangli,246,GEN,Maharashtra,Ganapati Tukaram Gotkhinde,Indian National Congress,556283,330924,59.5 %,218256,66.0%
Sangrur,308,GEN,Punjab,Teja Singh,Communist Party Of India,509910,312136,61.2 %,210,0.1%
Sasaram,94,SC,Bihar [1947 - 1999],Jag Jiwan Ram,Indian National Congress,612265,322156,52.6 %,122200,37.9%
Satara,244,GEN,Maharashtra,Yeshawantro Balawantrao Chavan,Indian National Congress,495760,329133,66.4 %,176830,53.7%
Satna,172,GEN,Madhya Pradesh [1947 - 1999],Narendra Singh,Bhartiya Jan Sangh,571563,317616,55.6 %,38804,12.2%
Sawai Madhopur,319,ST,Rajasthan,Chhutta Lal,Indian National Congress,586221,264720,45.2 %,17766,6.7%
Secunderabad,31,GEN,Andhra Pradesh,M. M. Hashim,Telangana Praja Samithi,513349,221915,43.2 %,23643,10.7%
Serampore,480,GEN,West Bengal,Dinendra Nath Bhattacharyya,Communist Party Of India (MARXIST),551119,360050,65.3 %,62458,17.3%
Shahabad,91,GEN,Bihar [1947 - 1999],Bali Ram Bhagat,Indian National Congress,602036,364156,60.5 %,71443,19.6%
Shahabad,386,GEN,Uttar Pradesh [1947 - 1999],Dharmgaj Singh,Indian National Congress,548161,243211,44.4 %,26071,10.7%
Shahdol,174,ST,Madhya Pradesh [1947 - 1999],Dhan Shah,Independent,502886,176476,35.1 %,97444,55.2%
Shahjahanpur,384,GEN,Uttar Pradesh [1947 - 1999],Kunwar Jitendra Prasad,Indian National Congress,542094,257537,47.5 %,21924,8.5%
Shajapur,196,GEN,Madhya Pradesh [1947 - 1999],Jagannathrao Joshi,Bhartiya Jan Sangh,539412,317199,58.8 %,28530,9.0%
Shimoga,268,GEN,Mysore,T. V. Chandrashekarappa Veerabasappa,Indian National Congress,535265,305202,57.0 %,132442,43.4%
Sholapur,237,GEN,Maharashtra,Surajratan Fatehchand Damani,Indian National Congress,470179,294441,62.6 %,90429,30.7%
Siddipet,32,SC,Andhra Pradesh,G. Venkat Swamy,Telangana Praja Samithi,510097,267587,52.5 %,89585,33.5%
Sidhi,175,GEN,Madhya Pradesh [1947 - 1999],Ranbahadur Singh,Independent,549150,235461,42.9 %,105404,44.8%
Sikar,313,GEN,Rajasthan,Shrikishan,Indian National Congress,662740,389507,58.8 %,133909,34.4%
Simla,497,SC,Himachal Pradesh,Partap Singh,Indian National Congress,420268,160840,38.3 %,127551,79.3%
Singhbhum,105,ST,Bihar [1947 - 1999],Moran Singh Purty,All India Jharkhand Party,511040,84699,16.6 %,12339,14.6%
Sirsa,141,GEN,Haryana,Dalbir Singh,Indian National Congress,561375,324596,57.8 %,121623,37.5%
Sitamarhi,66,GEN,Bihar [1947 - 1999],Nagendra Prasad Yadav,Indian National Congress,631884,425411,67.3 %,28725,6.8%
Sitapur,387,GEN,Uttar Pradesh [1947 - 1999],Jagdish Chandra Dixit,Indian National Congress,541802,235388,43.5 %,52232,22.2%
Sivaganga,365,GEN,Tamil Nadu,Tha Kiruttinan,Dravida Munetra Kazhagam,614497,456191,74.2 %,100088,21.9%
Sivakasi,367,GEN,Tamil Nadu,V. Jeyalakshmi,Indian National Congress,573405,415649,72.5 %,85662,20.6%
Siwan,60,GEN,Bihar [1947 - 1999],Mohamad Yusuf,Indian National Congress,612732,309840,50.6 %,27221,8.8%
South Delhi,505,GEN,Delhi,Shashi Bhushan,Indian National Congress,408392,272517,66.7 %,71590,26.3%
Srikakulam,1,GEN,Andhra Pradesh,Rajagopalarao Bodepalli,Indian National Congress,509486,345636,67.8 %,137461,39.8%
Srinagar,143,GEN,Jammu & Kashmir,Shamim Ahmad Shamim,Independent,371494,218752,58.9 %,57808,26.4%
Sriperumbudur,335,SC,Tamil Nadu,T. S. Latchumanan,Dravida Munetra Kazhagam,730302,514879,70.5 %,100046,19.4%
Sultanpur,396,GEN,Uttar Pradesh [1947 - 1999],Kedar Nath Singh,Indian National Congress,583197,179020,30.7 %,62815,35.1%
Sundargarh,293,ST,Orissa,Gajadhar Majhi,Indian National Congress,522648,207204,39.7 %,17979,8.7%
Surat,130,GEN,Gujarat,Morarji Ranchhodji Desai,Indian National Congress (ORGANISATION),469265,326675,69.6 %,31524,9.6%
Surendranagar,110,GEN,Gujarat,Rasiklal Parikh,Indian National Congress,497425,293151,58.9 %,8691,3.0%
Surguja,176,ST,Madhya Pradesh [1947 - 1999],Babunath Singh,Indian National Congress,473136,159667,33.8 %,24041,15.1%
Tamluk,484,GEN,West Bengal,Satis Chandra Samanta,Bangla Congress,552570,408393,73.9 %,7271,1.8%
Tarn Taran,299,GEN,Punjab,Girdial Singh Dhillon,Indian National Congress,584514,310890,53.2 %,59980,19.3%
Tehri Garwal,372,GEN,Uttar Pradesh [1947 - 1999],Paripoornanand Palmule,Indian National Congress,503143,148318,29.5 %,48235,32.5%
Tellicherry,149,GEN,Kerala,C. K. Chandrappan,Communist Party Of India,562923,400335,71.1 %,39824,9.9%
Tenkasi,369,SC,Tamil Nadu,A. M. Cnellachami,Indian National Congress,571197,416501,72.9 %,68910,16.5%
Tezpur,50,GEN,Assam,Kamala Prasad Agarwala,Indian National Congress,427600,238135,55.7 %,97450,40.9%
Thanjavur,364,GEN,Tamil Nadu,S. D. Somasundaram,Dravida Munetra Kazhagam,596459,485480,81.4 %,100008,20.6%
Tikamgarh,171,SC,Madhya Pradesh [1947 - 1999],Nathu Ram Bhamora,Indian National Congress,572258,250042,43.7 %,81575,32.6%
Tindivanam,341,GEN,Tamil Nadu,M .R. Lakshminarayanan,Indian National Congress,574806,412411,71.8 %,61475,14.9%
Tiruchendur,370,GEN,Tamil Nadu,M. S. Sivasamy,Dravida Munetra Kazhagam,589553,425649,72.2 %,26,0.0%
Tiruchengode,348,GEN,Tamil Nadu,M. Muthusami,Dravida Munetra Kazhagam,637099,437815,68.7 %,60047,13.7%
Tiruchirappalli,358,GEN,Tamil Nadu,M. Kalyanasundaram,Communist Party Of India,621540,457136,73.6 %,20550,4.5%
Tirunelveli,368,GEN,Tamil Nadu,"S. A, Muruganantham",Communist Party Of India,584445,400324,68.5 %,59937,15.0%
Tirupathi,20,SC,Andhra Pradesh,Balakrishnaiah Thamburu,Indian National Congress,576646,316437,54.9 %,154509,48.8%
Tiruppattur,339,GEN,Tamil Nadu,C. K. Chinnaraji Gounder,Dravida Munetra Kazhagam,516063,375354,72.7 %,55063,14.7%
Tiruttani,337,GEN,Tamil Nadu,O. V. Alagesa Mudaliar,Indian National Congress,565715,420590,74.4 %,84105,20.0%
Tonk,321,SC,Rajasthan,Ram Kanwar,Swatantra,521806,250347,48.0 %,1835,0.7%
Trichur,155,GEN,Kerala,C. Janardhanan,Communist Party Of India,547049,392382,71.7 %,20324,5.2%
Tripura East,518,ST,Tripura,Dasaratha Deb,Communist Party Of India (MARXIST),360887,226116,62.7 %,21442,9.5%
Tripura West,517,GEN,Tripura,Biren Dutta,Communist Party Of India (MARXIST),342849,202087,58.9 %,8238,4.1%
Trivandrum,166,GEN,Kerala,V. K. Krishna Menon,Independent,533641,318883,59.8 %,24127,7.6%
Tumkur,255,GEN,Mysore,K. Lakkappa,Indian National Congress,485878,330690,68.1 %,161779,48.9%
Udaipur,325,ST,Rajasthan,Laliya,Swatantra,567608,283757,50.0 %,3404,1.2%
Udhampur,146,GEN,Jammu & Kashmir,Karan Singh,Indian National Congress,425780,218069,51.2 %,72587,33.3%
Udipi,265,GEN,Mysore,P. Ranganath Shenoy,Indian National Congress,473751,285763,60.3 %,127765,44.7%
Ujjain,197,SC,Madhya Pradesh [1947 - 1999],Phoolchand Verma,Bhartiya Jan Sangh,554901,318186,57.3 %,8596,2.7%
Uluberia,479,GEN,West Bengal,Shyamaprasanna Bhattacharyya,Communist Party Of India (MARXIST),552167,396925,71.9 %,52720,13.3%
Unnao,392,GEN,Uttar Pradesh [1947 - 1999],Ziaur Rahman,Indian National Congress,559478,263890,47.2 %,59158,22.4%
Varanasi,423,GEN,Uttar Pradesh [1947 - 1999],Raja Ram Shastri,Indian National Congress,544236,301943,55.5 %,85848,28.4%
Vellore,338,SC,Tamil Nadu,R. P. Ulaganambi,Dravida Munetra Kazhagam,559646,400538,71.6 %,85321,21.3%
Vidisha,195,GEN,Madhya Pradesh [1947 - 1999],Ramnath Geonka,Bhartiya Jan Sangh,553532,307734,55.6 %,32064,10.4%
Vijayawada,13,GEN,Andhra Pradesh,K. L. Rao,Indian National Congress,566683,367086,64.8 %,156004,42.5%
Visakhapatnam,4,GEN,Andhra Pradesh,P. V. G. Raju,Independent,560021,329703,58.9 %,67188,20.4%
Vishnupur,490,SC,West Bengal,Ajit Kumar Saha,Communist Party Of India (MARXIST),535867,316885,59.1 %,2460,0.8%
Wandiwash,340,GEN,Tamil Nadu,G. Viswanathan,Dravida Munetra Kazhagam,539245,411640,76.3 %,87955,21.4%
Warangal,38,GEN,Andhra Pradesh,S. B. Giri,Telangana Praja Samithi,553696,337683,61.0 %,93640,27.7%
Wardha,228,GEN,Maharashtra,Jagjiwanrao Ganpatrao Kadam,Indian National Congress,549480,408014,74.3 %,249517,61.2%
Yeotmal,229,GEN,Maharashtra,Sadashiorao Bapuji Thakre,Indian National Congress,506705,392805,77.5 %,35038,8.9%
