pc name,no,type,state,winning candidate,party,electors,votes,turnout,margin,margin %,father/husband name,gender,age,UID
Garhwal,2,GEN,Uttarakhand,Anil Baluni,Bharatiya Janta Party,1369388,737431,53.90%,163503.0,22.20%,LATE SHRI PITAMBER DUTT,male,53.0,UK2024PC02
Hardwar,5,GEN,Uttarakhand,Trivendra Singh Rawat,Bharatiya Janta Party,2035726,1302623,64.00%,164056.0,12.60%,,,,UK2024PC05
Nainital-Udham,4,GEN,Uttarakhand,Ajay Bhatt,Bharatiya Janta Party,2015809,1266016,62.80%,334548.0,26.40%,KAMLAPATI BHATT,male,64.0,UK2024PC04
Tehri Garhwal,1,GEN,Uttarakhand,Mala Rajya Lakshmi Shah,Bharatiya Janta Party,1577664,862041,54.60%,272493.0,31.60%,MANUJENDRA SHAH,female,73.0,UK2024PC01
Alipurduars,2,ST,West Bengal,Manoj Tigga,Bharatiya Janta Party,1773252,1421389,80.20%,75447.0,5.30%,Lt. Shib Charan Tigga,male,51.0,WB2024PC02
Arambagh,29,SC,West Bengal,Bag Mitali,All India Trinamool Congress,1883266,1559079,82.80%,6399.0,0.40%,Late Madan Mohan Bag,female,47.0,WB2024PC29
Asansol,40,GEN,West Bengal,Shatrughan Prasad Sinha,All India Trinamool Congress,1770281,1301540,73.50%,59564.0,4.60%,LATE BHUVANESHWAR PRASAD SINHA,male,77.0,WB2024PC40
Baharampur,10,GEN,West Bengal,Pathan Yusuf,All India Trinamool Congress,1783078,1384770,77.70%,85022.0,6.10%,MEHMOODKHAN,male,41.0,WB2024PC10
Balurghat,6,GEN,West Bengal,Sukanta Majumdar,Bharatiya Janta Party,1561966,1237308,79.20%,10386.0,0.80%,Sushanta Kumar Majumdar,male,44.0,WB2024PC06
Bangaon,14,SC,West Bengal,Shantanu Thakur,Bharatiya Janta Party,1836374,1493108,81.30%,73693.0,4.90%,Manjul Krishna Thakur,male,42.0,WB2024PC14
Bankura,36,GEN,West Bengal,Arup Chakraborty,All India Trinamool Congress,1780580,1447674,81.30%,32778.0,2.30%,LATE NARAYAN CHANDRA CHAKRABORTY,male,68.0,WB2024PC36
Barasat,17,GEN,West Bengal,Kakoli Ghosh Dastidar,All India Trinamool Congress,1905400,1532601,80.40%,114189.0,7.50%,SUDARSAN GHOSH DASTIDAR,female,65.0,WB2024PC17
Bardhaman Purb,38,SC,West Bengal,Dr. Sharmila Sarkar,All India Trinamool Congress,1801333,1497310,83.10%,160572.0,10.70%,SUDIP KUMAR GHOSH,female,45.0,WB2024PC38
Barrackpore,15,GEN,West Bengal,Partha Bhowmick,All India Trinamool Congress,1508728,1141860,75.70%,64438.0,5.60%,RABINDRANATH BHOWMICK,male,60.0,WB2024PC15
Basirhat,18,GEN,West Bengal,Sk Nurul Islam,All India Trinamool Congress,1804261,1523401,84.40%,333547.0,21.90%,Late Sk Tafser Ali,male,61.0,WB2024PC18
Birbhum,42,GEN,West Bengal,Satabdi Roy,All India Trinamool Congress,1857022,1527432,82.30%,197650.0,12.90%,SRI MRIGANK BANERJEE,female,55.0,WB2024PC42
Bishnupur,37,SC,West Bengal,Khan Saumitra,Bharatiya Janta Party,1754268,1513872,86.30%,5567.0,0.40%,DHANANJAY KHAN,male,43.0,WB2024PC37
Bolpur,41,SC,West Bengal,Asit Kumar Mal,All India Trinamool Congress,1839234,1528470,83.10%,327253.0,21.40%,LATE DHARANIDHAR MAL,male,69.0,WB2024PC41
Burdwan - Durg,39,GEN,West Bengal,Azad Kirti Jha,All India Trinamool Congress,1851780,1501773,81.10%,137981.0,9.20%,LATE BHAGWAT JHA AZAD,male,65.0,WB2024PC39
Cooch Behar,1,SC,West Bengal,Jagadish Chandra Barma Basunia,All India Trinamool Congress,1966893,1623048,82.50%,39250.0,2.40%,Late Kalipada Barma Basunia,male,60.0,WB2024PC01
Darjeeling,4,GEN,West Bengal,Raju Bista,Bharatiya Janta Party,1765744,1327412,75.20%,178525.0,13.40%,Vishnu Bista,male,38.0,WB2024PC04
Diamond Harbou,21,GEN,West Bengal,Abhishek Banerjee,All India Trinamool Congress,1880779,1530817,81.40%,710930.0,46.40%,AMIT BANERJEE,male,36.0,WB2024PC21
Dum Dum,16,GEN,West Bengal,Sougata Ray,All India Trinamool Congress,1699656,1260046,74.10%,70660.0,5.60%,Late Debesh Chandra Ray,male,76.0,WB2024PC16
Ghatal,32,GEN,West Bengal,Adhikari Deepak (DEV),All India Trinamool Congress,1939945,1600556,82.50%,182868.0,11.40%,Gurupada Adhikari,male,41.0,WB2024PC32
Hooghly,28,GEN,West Bengal,Rachna Banerjee,All India Trinamool Congress,1858067,1517511,81.70%,76853.0,5.10%,LATE RABINDRA NATH BANERJEE,female,51.0,WB2024PC28
Howrah,25,GEN,West Bengal,Prasun Banerjee,All India Trinamool Congress,1769184,1271796,71.90%,169442.0,13.30%,Probhat Kumar Banerjee,male,69.0,WB2024PC25
Jadavpur,22,GEN,West Bengal,Sayani Ghosh,All India Trinamool Congress,2033525,1566509,77.00%,258201.0,16.50%,SAMAR GHOSH,female,31.0,WB2024PC22
Jalpaiguri,3,SC,West Bengal,Dr Jayanta Kumar Roy,Bharatiya Janta Party,1885963,1578389,83.70%,86693.0,5.50%,LATE HEMENDRA NARAYAN ROY,male,56.0,WB2024PC03
Jangipur,9,GEN,West Bengal,Khalilur Rahaman,All India Trinamool Congress,1805360,1369633,75.90%,116637.0,8.50%,LATE NUR MOHAMMAD BISWAS,male,64.0,WB2024PC09
Jhargram,33,ST,West Bengal,Kalipada Saren (KHERWAL),All India Trinamool Congress,1779794,1490843,83.80%,174048.0,11.70%,TARACHAND SAREN,male,66.0,WB2024PC33
Joynagar,19,SC,West Bengal,Pratima Mondal,All India Trinamool Congress,1844780,1482631,80.30%,470219.0,31.70%,SRI NARAYAN CHANDRA MONDAL,female,58.0,WB2024PC19
Kanthi,31,GEN,West Bengal,Adhikari Soumendu,Bharatiya Janta Party,1794537,1530997,85.30%,47764.0,3.10%,Sisir Kumar Adhikari,male,41.0,WB2024PC31
Kolkata Dakshi,23,GEN,West Bengal,Mala Roy,All India Trinamool Congress,1849520,1243477,67.20%,187231.0,15.10%,NIRBED RAY,female,66.0,WB2024PC23
Kolkata Uttar,24,GEN,West Bengal,Bandyopadhyay Sudip,All India Trinamool Congress,1505356,958433,63.70%,92560.0,9.70%,LATE BISWESWAR BANDYOPADHYAY,male,75.0,WB2024PC24
Krishnanagar,12,GEN,West Bengal,Mahua Moitra,All India Trinamool Congress,1755631,1425712,81.20%,56705.0,4.00%,DWIPENDRA LAL MOITRA,female,49.0,WB2024PC12
Maldaha Dakshi,8,GEN,West Bengal,Isha Khan Choudhury,Indian National Congress,1782159,1369789,76.90%,128368.0,9.40%,ABU HASEM KHAN CHOUDHURY,male,53.0,WB2024PC08
Maldaha Uttar,7,GEN,West Bengal,Khagen Murmu,Bharatiya Janta Party,1862035,1417589,76.10%,77708.0,5.50%,LATE JALO MURMU,male,64.0,WB2024PC07
Mathurapur,20,SC,West Bengal,Bapi Haldar,All India Trinamool Congress,1817068,1496024,82.00%,201057.0,13.40%,LATE BIMAL HALDAR,male,37.0,WB2024PC20
Medinipur,34,GEN,West Bengal,June Maliah,All India Trinamool Congress,1811243,1481563,81.80%,27191.0,1.80%,SAURAV CHATTERJEE,female,54.0,WB2024PC34
Murshidabad,11,GEN,West Bengal,Abu Taher Khan,All India Trinamool Congress,1888097,1541559,81.70%,164215.0,10.70%,LATE BARKAT ALI KHAN,male,62.0,WB2024PC11
Purulia,35,GEN,West Bengal,Jyotirmay Singh Mahato,Bharatiya Janta Party,1823120,1434018,78.70%,17079.0,1.20%,LATE ANANTARAM MAHATO,male,39.0,WB2024PC35
Raiganj,5,GEN,West Bengal,Kartick Chandra Paul,Bharatiya Janta Party,1790245,1368471,76.40%,68197.0,5.00%,KALIDAS PAUL,male,49.0,WB2024PC05
Ranaghat,13,SC,West Bengal,Jagannath Sarkar,Bharatiya Janta Party,1871658,1540632,82.00%,186899.0,12.10%,LATE BHIM CHANDRA SARKAR,male,61.0,WB2024PC13
Srerampur,27,GEN,West Bengal,Kalyan Banerjee,All India Trinamool Congress,1926645,1476532,76.60%,174830.0,11.80%,BHOLA NATH BANERJEE,male,67.0,WB2024PC27
Tamluk,30,GEN,West Bengal,Abhijit Gangopadhyay,Bharatiya Janta Party,1850741,1577319,85.20%,77733.0,4.90%,LATE GOBINDO GANGULY,male,61.0,WB2024PC30
Uluberia,26,GEN,West Bengal,Sajda Ahmed,All India Trinamool Congress,1741438,1390794,79.90%,218673.0,15.70%,Late Sultan Ahmed,female,62.0,WB2024PC26
