PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
Puri,8,SC,Orissa,Padmacharan Samantasinhar,Bharatiya Lok Dal,624267,300554,48.2 %,70541,23.5%
Purnea,24,GEN,Bihar [1947 - 1999],Lakhan Lal Kapoor,Bharatiya Lok Dal,610087,364431,59.7 %,92037,25.3%
Purulia,34,GEN,West Bengal,Chittaranjan Mahata,All India Forward Bloc,582892,303660,52.1 %,116552,38.4%
Quilon,18,GEN,Kerala,N. Sreekantan Nair,Revolutionary Socialist Party,582742,458425,78.7 %,113161,24.7%
Rae Bareli,23,GEN,Uttar Pradesh [1947 - 1999],Raj Narain,Bharatiya Lok Dal,632817,342742,54.2 %,55202,16.1%
Raichur,3,GEN,Karnataka,Rajshekhar Mallappa,Indian National Congress,599904,303706,50.6 %,136422,44.9%
Raiganj,5,GEN,West Bengal,Md. Hayat Ali,Bharatiya Lok Dal,563672,347199,61.6 %,67124,19.3%
Raigarh,13,ST,Madhya Pradesh [1947 - 1999],Narhari Prasad Sukhdeo Sai,Bharatiya Lok Dal,534616,264988,49.6 %,19812,7.5%
Raipur,17,GEN,Madhya Pradesh [1947 - 1999],Purushottam Lal Kaushik,Bharatiya Lok Dal,519086,325479,62.7 %,83612,25.7%
Rajahmundry,8,GEN,Andhra Pradesh,Pattabhirama Rao S. B. P.,Indian National Congress,707836,489814,69.2 %,116759,23.8%
Rajampet,22,GEN,Andhra Pradesh,Pothuraju Parthasarathi,Indian National Congress,666802,442481,66.4 %,54551,12.3%
Rajapur,1,ST,Maharashtra,Madhu Dandavate,Bharatiya Lok Dal,536761,339966,63.3 %,116382,34.2%
Rajgarh,32,GEN,Madhya Pradesh [1947 - 1999],Pandit Vashant Kumar Ram Krishna,Bharatiya Lok Dal,577412,325636,56.4 %,151535,46.5%
Rajkot,4,GEN,Gujarat,Patel Keshubhai Savdasbhai,Bharatiya Lok Dal,604102,313341,51.9 %,15801,5.0%
Rajmahal,26,ST,Bihar [1947 - 1999],Father Anthoni Murmu,Bharatiya Lok Dal,561472,224290,40.0 %,92486,41.2%
Rajnandgaon,22,GEN,Madhya Pradesh [1947 - 1999],Madan Tiwary,Bharatiya Lok Dal,539946,299983,55.6 %,87933,29.3%
Ramanathapuram,34,GEN,Tamil Nadu,Anbalagan P.,All India Anna Dravida Munnetra Kazhagam,693920,449095,64.7 %,175130,39.0%
Rampur,8,GEN,Uttar Pradesh [1947 - 1999],Rajendra Kumar Sharma,Bharatiya Lok Dal,633744,424796,67.0 %,88078,20.7%
Ramtek,22,ST,Maharashtra,Barve Jatiramji Chaitramji,Indian National Congress,580036,375589,64.8 %,42949,11.4%
Ranchi,49,GEN,Bihar [1947 - 1999],Ravindra Verma,Bharatiya Lok Dal,577646,276325,47.8 %,62716,22.7%
Rasipuram,15,GEN,Tamil Nadu,Devarajan B.,Indian National Congress,716448,453058,63.2 %,133438,29.5%
Ratnagiri,2,GEN,Maharashtra,Parulekar Bapusaheb,Bharatiya Lok Dal,548334,338221,61.7 %,25300,7.5%
Rewa,9,GEN,Madhya Pradesh [1947 - 1999],Yammuna Prasad,Bharatiya Lok Dal,659111,383903,58.3 %,6693,1.7%
Robertsganj,53,SC,Uttar Pradesh [1947 - 1999],Sheo Sampat,Bharatiya Lok Dal,637043,329826,51.8 %,163044,49.4%
Rohtak,5,GEN,Haryana,Sher Singh,Bharatiya Lok Dal,577990,398627,69.0 %,259645,65.1%
Ropar,7,GEN,Punjab,Basant Singh,Shiromani Akali Dal,637090,491388,77.1 %,82572,16.8%
Rosera,16,SC,Bihar [1947 - 1999],Ram Sewak Hazari,Bharatiya Lok Dal,645136,445605,69.1 %,194506,43.6%
Sabarkantha,15,GEN,Gujarat,H. M. Patel,Bharatiya Lok Dal,543790,316530,58.2 %,38062,12.0%
Sagar,5,SC,Madhya Pradesh [1947 - 1999],Narmada Prasad Rai,Bharatiya Lok Dal,539534,297815,55.2 %,68929,23.1%
Saharanpur,84,GEN,Uttar Pradesh [1947 - 1999],Rasheed Masood,Bharatiya Lok Dal,595173,397670,66.8 %,163385,41.1%
Saharsa,20,GEN,Bihar [1947 - 1999],Vinayak Prasad Yadav,Bharatiya Lok Dal,681641,464082,68.1 %,188706,40.7%
Saidpur,49,SC,Uttar Pradesh [1947 - 1999],Ram Sagar,Bharatiya Lok Dal,656237,367894,56.1 %,190068,51.7%
Salem,16,GEN,Tamil Nadu,Kannan P.,All India Anna Dravida Munnetra Kazhagam,677947,440410,65.0 %,79604,18.1%
Salempur,42,GEN,Uttar Pradesh [1947 - 1999],Ram Naresh Kushwaha,Bharatiya Lok Dal,674680,358364,53.1 %,180921,50.5%
Salumber,17,GEN,Rajasthan,Ialiya,Bharatiya Lok Dal,537118,275355,51.3 %,98497,35.8%
Samastipur,17,GEN,Bihar [1947 - 1999],Karpoori Thakur,Bharatiya Lok Dal,735794,520131,70.7 %,327434,63.0%
Sambalpur,17,GEN,Orissa,Gananath Pradhan,Bharatiya Lok Dal,660200,314774,47.7 %,56234,17.9%
Sambhal,9,GEN,Uttar Pradesh [1947 - 1999],Shanti Devi,Bharatiya Lok Dal,578983,339538,58.6 %,132864,39.1%
Sangli,46,GEN,Maharashtra,Gotkhinde Ganapatrao Tukaram,Indian National Congress,569335,337018,59.2 %,56294,16.7%
Sangrur,10,GEN,Punjab,Surjit Singh,Shiromani Akali Dal,622238,462873,74.4 %,165049,35.7%
Sarangarh,16,SC,Madhya Pradesh [1947 - 1999],Govind Ram Miri,Bharatiya Lok Dal,628243,232949,37.1 %,12176,5.2%
Sasaram,38,SC,Bihar [1947 - 1999],Jagivan Ram,Bharatiya Lok Dal,655030,425637,65.0 %,243810,57.3%
Satara,44,GEN,Maharashtra,Chavan Yashvantrao Balwantrao,Indian National Congress,580157,351552,60.6 %,191601,54.5%
Satna,8,GEN,Madhya Pradesh [1947 - 1999],Sukhendra Singh,Bharatiya Lok Dal,593300,367563,62.0 %,152577,41.5%
Sawai Madhopur,11,ST,Rajasthan,Meetha Lal,Bharatiya Lok Dal,628738,312611,49.7 %,125810,40.2%
Secunderabad,31,GEN,Andhra Pradesh,M. M. Hashim,Indian National Congress,615045,337559,54.9 %,3847,1.1%
Seoni,26,GEN,Madhya Pradesh [1947 - 1999],Nirmal Chandra Jain,Bharatiya Lok Dal,552085,289629,52.5 %,53561,18.5%
Serampore,26,GEN,West Bengal,Dinen Bhattacharya,Communist Party Of India (MARXIST),628219,392237,62.4 %,139815,35.6%
Shahabad,16,GEN,Uttar Pradesh [1947 - 1999],Ganga Bhakt Singh,Bharatiya Lok Dal,607261,338112,55.7 %,101548,30.0%
Shahdol,11,ST,Madhya Pradesh [1947 - 1999],Dalpat Singh Paraste,Bharatiya Lok Dal,580106,249039,42.9 %,96559,38.8%
Shahjahanpur,14,GEN,Uttar Pradesh [1947 - 1999],Surendra Vikram,Bharatiya Lok Dal,639675,362713,56.7 %,155424,42.9%
Shajapur,33,SC,Madhya Pradesh [1947 - 1999],Phool Chand Verma,Bharatiya Lok Dal,580748,420597,72.4 %,84792,20.2%
Sheohar,12,GEN,Bihar [1947 - 1999],Thakur Girjanandan Singh,Bharatiya Lok Dal,700609,435625,62.2 %,67029,15.4%
Shillong,1,ST,Meghalaya,Hoping Stone Lyngdoh,Independent,341910,190149,55.6 %,4765,2.5%
Shimoga,21,GEN,Karnataka,A. R. Badarinarayan,Indian National Congress,559699,409137,73.1 %,74836,18.3%
Siddipet,32,SC,Andhra Pradesh,G.Venkataswamy,Indian National Congress,616118,377927,61.3 %,102870,27.2%
Sidhi,10,GEN,Madhya Pradesh [1947 - 1999],Surya Narayan Singh,Bharatiya Lok Dal,590957,265662,45.0 %,76473,28.8%
Sikar,5,GEN,Rajasthan,Jagdish Prasad Mathur,Bharatiya Lok Dal,675153,398248,59.0 %,157193,39.5%
Sikkim,1,GEN,Sikkim,Chatra Bahadur Chhetri,Indian National Congress,124023,RU,,RU,
Silchar,2,GEN,Assam,Rashida Haque Choudhury,Indian National Congress,471251,255921,54.3 %,28553,11.2%
Simla,1,GEN,Himachal Pradesh,Balak Ram,Bharatiya Lok Dal,465720,273489,58.7 %,87291,31.9%
Singhbhum,51,ST,Bihar [1947 - 1999],Bagun Sumbrui,All India Jharkhand Party,523404,180378,34.5 %,101866,56.5%
Sirsa,10,GEN,Haryana,Chandram,Bharatiya Lok Dal,576112,403115,70.0 %,153168,38.0%
Sitamarhi,11,GEN,Bihar [1947 - 1999],Shyam Sunder Das,Bharatiya Lok Dal,722136,504140,69.8 %,90094,17.9%
Sitapur,17,GEN,Uttar Pradesh [1947 - 1999],Hargovind Verma,Bharatiya Lok Dal,590648,316664,53.6 %,109975,34.7%
Sivaganga,33,GEN,Tamil Nadu,P.Thiagarajan,All India Anna Dravida Munnetra Kazhagam,710297,485942,68.4 %,211533,43.5%
Sivakasi,35,GEN,Tamil Nadu,V. Jayalakshmi,Indian National Congress,722380,509445,70.5 %,114848,22.5%
Siwan,5,GEN,Bihar [1947 - 1999],Mirtanjay Prasad Verma,Bharatiya Lok Dal,653469,440034,67.3 %,231076,52.5%
Solapur,37,GEN,Maharashtra,Damani Surajratan Fatehchand,Indian National Congress,525311,341870,65.1 %,34043,10.0%
Sonepat,4,GEN,Haryana,Mukhtiar Singh,Bharatiya Lok Dal,597668,434643,72.7 %,280223,64.5%
South Delhi,2,GEN,Delhi [1977 Onwards],Vijay Kumar Malhotra,Bharatiya Lok Dal,382219,265615,69.5 %,107557,40.5%
Srikakulam,1,GEN,Andhra Pradesh,Rajgopalarao Boddepalli,Indian National Congress,585062,394514,67.4 %,8734,2.2%
Srinagar,2,GEN,Jammu & Kashmir,Akbar Jahan Begam,Jammu & Kashmir National Conference,461965,319298,69.1 %,122641,38.4%
Sriperumbudur,4,GEN,Tamil Nadu,Jaganathan S.,All India Anna Dravida Munnetra Kazhagam,695900,462475,66.5 %,45932,9.9%
Sultanpur,26,GEN,Uttar Pradesh [1947 - 1999],Zulfikar Ullah,Bharatiya Lok Dal,637986,317828,49.8 %,165534,52.1%
Sundargarh,20,GEN,Orissa,Debananda Amat,Bharatiya Lok Dal,564294,225858,40.0 %,44553,19.7%
Surat,24,GEN,Gujarat,Desai Morarji Ranchhodji,Bharatiya Lok Dal,582963,401238,68.8 %,21460,5.3%
Surendranagar,2,GEN,Gujarat,Amin Ramdas Kishordas ( R. K. Amin ),Bharatiya Lok Dal,500963,292268,58.3 %,5433,1.9%
Surguja,12,ST,Madhya Pradesh [1947 - 1999],Larang Sai,Bharatiya Lok Dal,549984,248789,45.2 %,100183,40.3%
Tamluk,30,GEN,West Bengal,Sushil Kumar Dhara,Bharatiya Lok Dal,603246,421330,69.8 %,118575,28.1%
Tarn Taran,3,GEN,Punjab,Mohan Singh Tur,Shiromani Akali Dal,640514,461527,72.1 %,79970,17.3%
Tehri Garhwal,1,GEN,Uttar Pradesh [1947 - 1999],Trepansingh Negi,Bharatiya Lok Dal,538207,248586,46.2 %,71071,28.6%
Tenali,14,GEN,Andhra Pradesh,Meduri Nageswara Rao,Indian National Congress,659608,448755,68.0 %,57737,12.9%
Tenkasi,37,SC,Tamil Nadu,Arunachalam M.,Indian National Congress,673825,451061,66.9 %,186876,41.4%
Tezpur,9,GEN,Assam,Purnanarayan Sinha,Bharatiya Lok Dal,457513,267332,58.4 %,6148,2.3%
Thane,10,GEN,Maharashtra,Mhalgi Ramchandra Kashinath,Bharatiya Lok Dal,722136,399503,55.3 %,82746,20.7%
Thanjavur,31,GEN,Tamil Nadu,Somasundaram S.D.,All India Anna Dravida Munnetra Kazhagam,633005,490266,77.5 %,97743,19.9%
Tindivanam,10,GEN,Tamil Nadu,Lakshminarayanan M.R.,Indian National Congress,649592,446012,68.7 %,49485,11.1%
Tiruchendur,38,GEN,Tamil Nadu,Kosalaram K.T.,Indian National Congress,712718,452540,63.5 %,120190,26.6%
Tiruchengode,17,GEN,Tamil Nadu,Kolanthaivelu R.,All India Anna Dravida Munnetra Kazhagam,826331,522305,63.2 %,128180,24.5%
Tiruchirappalli,27,SC,Tamil Nadu,M. Kalyanasundaram,Communist Party Of India,712644,491281,68.9 %,76045,15.5%
Tirunelveli,36,GEN,Tamil Nadu,Arunachalam V.,All India Anna Dravida Munnetra Kazhagam,672649,444250,66.0 %,182693,41.1%
Tirupathi,20,SC,Andhra Pradesh,Balakrishnaiah Tambura,Indian National Congress,696337,454492,65.3 %,40180,8.8%
Tiruppattur,8,GEN,Tamil Nadu,Viswanathan C.N.,Dravida Munetra Kazhagam,656520,440042,67.0 %,98666,22.4%
Tonk,13,GEN,Rajasthan,Ram Kanwar,Bharatiya Lok Dal,605402,340075,56.2 %,161917,47.6%
Trichur,9,SC,Kerala,K. A. Rajan,Communist Party Of India,549781,441732,80.4 %,37506,8.5%
Tripura East,2,ST,Tripura,Kirit Bikram Kishore Deb Barma,Indian National Congress,435113,291091,66.9 %,13183,4.5%
Tripura West,1,GEN,Tripura,Sachindralal Singha,Bharatiya Lok Dal,430943,315742,73.3 %,5047,1.6%
Trivandrum,20,GEN,Kerala,M. N. Govindan Nair,Communist Party Of India,621533,448586,72.2 %,69822,15.6%
Tumkur,8,GEN,Karnataka,K. Lakkappa,Indian National Congress,603974,419806,69.5 %,66817,15.9%
Tura,2,ST,Meghalaya,Purna A. Sangma,Indian National Congress,188416,74395,39.5 %,14034,18.9%
Udaipur,18,GEN,Rajasthan,Bhanu Kumar Shastri,Bharatiya Lok Dal,643622,367833,57.2 %,147056,40.0%
Udhampur,5,GEN,Jammu & Kashmir,Karan Singh,Indian National Congress,504677,237356,47.0 %,58956,24.8%
Udupi,18,SC,Karnataka,T. A. Pai,Indian National Congress,527780,374736,71.0 %,103462,27.6%
Ujjain,38,SC,Madhya Pradesh [1947 - 1999],Hukumchand Kachhaway,Bharatiya Lok Dal,550046,372839,67.8 %,69097,18.5%
Uluberia,25,GEN,West Bengal,Shyamaprasanna Bhattacharyya,Communist Party Of India (MARXIST),610328,404839,66.3 %,114499,28.3%
Unnao,22,GEN,Uttar Pradesh [1947 - 1999],Raghavendra Singh,Bharatiya Lok Dal,619501,330158,53.3 %,160874,48.7%
Vaishali,9,GEN,Bihar [1947 - 1999],Digvijoy Narain Singh,Bharatiya Lok Dal,678124,516082,76.1 %,365497,70.8%
Varanasi,52,GEN,Uttar Pradesh [1947 - 1999],Chandra Shekher,Bharatiya Lok Dal,642595,358755,55.8 %,171854,47.9%
Vellore,7,GEN,Tamil Nadu,Dhandayuthapani V.,Indian National Congress (ORGANISATION),659939,459693,69.7 %,3161,0.7%
Vidisha,31,GEN,Madhya Pradesh [1947 - 1999],Raghavji,Bharatiya Lok Dal,587424,354506,60.4 %,123734,34.9%
Vijayawada,13,GEN,Andhra Pradesh,Godey Murahari,Indian National Congress,646465,463707,71.7 %,120037,25.9%
Visakhapatnam,4,GEN,Andhra Pradesh,Dronamraju Satyanarayana,Indian National Congress,626272,348049,55.6 %,42829,12.3%
Vishnupur,36,GEN,West Bengal,Ajit Kumar Saha,Communist Party Of India (MARXIST),601160,376332,62.6 %,130374,34.6%
Wandiwash,9,GEN,Tamil Nadu,Venugopal Gounder,All India Anna Dravida Munnetra Kazhagam,685987,470355,68.6 %,81132,17.2%
Warangal,39,GEN,Andhra Pradesh,S. B. Giri,Indian National Congress,581239,396277,68.2 %,122622,30.9%
Wardha,27,GEN,Maharashtra,Gode Santoshrao Vyankatrao,Indian National Congress,608615,426703,70.1 %,116654,27.3%
Washim,20,ST,Maharashtra,Naik Vasantrao Phulsing,Indian National Congress,537856,367227,68.3 %,73157,19.9%
Yeotmal,28,GEN,Maharashtra,Jawade Shridharrao Natthobaji,Indian National Congress,574977,401020,69.8 %,10297,2.6%
