PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
Rampur,8,GEN,Uttar Pradesh [1947 - 1999],Zulfiqar Ali Khan,Indian National Congress,972113,520393,53.5 %,10792,2.1%
Ramtek,22,ST,Maharashtra,P.V. Narsimharao,Indian National Congress,897196,580972,64.8 %,34470,5.9%
Ranchi,49,GEN,Bihar [1947 - 1999],Subodh Kant Sahay,Janata Dal,925104,477706,51.6 %,14986,3.1%
Rasipuram,15,GEN,Tamil Nadu,"Devarajan, B.",Indian National Congress,1009869,639205,63.3 %,251975,39.4%
Ratnagiri,2,GEN,Maharashtra,Nikam Govind Sawaji,Indian National Congress,764262,505975,66.2 %,18488,3.7%
Rewa,9,GEN,Madhya Pradesh [1947 - 1999],Yamuna Prasad Shastri,Janata Dal,1058365,536920,50.7 %,74756,13.9%
Robertsganj,53,SC,Uttar Pradesh [1947 - 1999],Subedar,Bharatiya Janta Party,1038263,490124,47.2 %,84987,17.3%
Rohtak,5,GEN,Haryana,Devi Lal,Janata Dal,908794,619262,68.1 %,189005,30.5%
Ropar,7,GEN,Punjab,Bimal Kaur,Shiromani Akali Dal (SIMRANJIT SINGH MANN),1043186,714245,68.5 %,230576,32.3%
Rosera,16,SC,Bihar [1947 - 1999],Dashai Chaudhary,Janata Dal,964871,626036,64.9 %,204487,32.7%
Sabarkantha,15,GEN,Gujarat,Maganbhai Manibhai Patel,Janata Dal,935924,519867,55.6 %,103456,19.9%
Sagar,5,SC,Madhya Pradesh [1947 - 1999],Shankar Lal,Bharatiya Janta Party,897740,481922,53.7 %,75887,15.7%
Saharanpur,84,GEN,Uttar Pradesh [1947 - 1999],Rashid Masood,Janata Dal,957146,606987,63.4 %,119768,19.7%
Saharsa,20,GEN,Bihar [1947 - 1999],Surya Nr. Yadav,Janata Dal,1058549,770308,72.8 %,277081,36.0%
Saidpur,49,SC,Uttar Pradesh [1947 - 1999],Ram Ragar,Bharatiya Janta Party,1029062,433023,42.1 %,101749,23.5%
Salem,16,GEN,Tamil Nadu,Rangarajan Kumarmangalam,Indian National Congress,1032058,668594,64.8 %,241770,36.2%
Salempur,42,GEN,Uttar Pradesh [1947 - 1999],Hari Kewal,Janata Dal,990007,511134,51.6 %,135026,26.4%
Salumber,17,GEN,Rajasthan,Nand Lal Meena,Bharatiya Janta Party,911457,466397,51.2 %,878,0.2%
Samastipur,17,GEN,Bihar [1947 - 1999],Manjai Lal,Janata Dal,1075195,704303,65.5 %,237681,33.7%
Sambalpur,17,GEN,Orissa,Bhabani Shankar Hota,Janata Dal,991525,613657,61.9 %,101583,16.6%
Sambhal,9,GEN,Uttar Pradesh [1947 - 1999],S.P.Yadava,Janata Dal,858154,458721,53.5 %,42497,9.3%
Sangli,46,GEN,Maharashtra,Patil Prakashbapu Vasantrao,Indian National Congress,892515,536417,60.1 %,208276,38.8%
Sangrur,10,GEN,Punjab,Rajdev Singh,Shiromani Akali Dal (SIMRANJIT SINGH MANN),943992,676743,71.7 %,104543,15.4%
Sarangarh,16,SC,Madhya Pradesh [1947 - 1999],Parasram Bhardwaj,Indian National Congress,902624,516476,57.2 %,71215,13.8%
Sasaram,38,SC,Bihar [1947 - 1999],Chhedi Paswan,Janata Dal,965857,538050,55.7 %,113656,21.1%
Satara,44,GEN,Maharashtra,Bhosale Prataprao Baburao,Indian National Congress,911901,464710,51.0 %,316991,68.2%
Satna,8,GEN,Madhya Pradesh [1947 - 1999],Sikhendra Singh,Bharatiya Janta Party,960755,490512,51.1 %,53606,10.9%
Sawai Madhopur,11,ST,Rajasthan,Kirori Lal,Bharatiya Janta Party,1039727,585690,56.3 %,198133,33.8%
Secunderabad,31,GEN,Andhra Pradesh,T.Manemma,Indian National Congress,1154622,668988,57.9 %,147601,22.1%
Seoni,26,GEN,Madhya Pradesh [1947 - 1999],Prahlad Singh,Bharatiya Janta Party,893182,458710,51.4 %,26525,5.8%
Serampore,26,GEN,West Bengal,Sudarsan Ray Chowdhuri,Communist Party Of India (MARXIST),1066526,820770,77.0 %,66458,8.1%
Shahabad,16,GEN,Uttar Pradesh [1947 - 1999],Dharamgaj Singh,Indian National Congress,886183,423766,47.8 %,7275,1.7%
Shahdol,11,ST,Madhya Pradesh [1947 - 1999],Danpat Singh Paraste,Janata Dal,947958,441652,46.6 %,101882,23.1%
Shahjahanpur,14,GEN,Uttar Pradesh [1947 - 1999],Satay Pal Singh,Janata Dal,931529,492922,52.9 %,9438,1.9%
Shajapur,33,SC,Madhya Pradesh [1947 - 1999],Phool Chand Verma,Bharatiya Janta Party,934268,607446,65.0 %,72381,11.9%
Sheohar,12,GEN,Bihar [1947 - 1999],Hari Kishor Singh,Janata Dal,962568,633746,65.8 %,314475,49.6%
Shillong,1,ST,Meghalaya,Peter G.Marbaning,Indian National Congress,585754,298613,51.0 %,13285,4.4%
Shimoga,21,GEN,Karnataka,T.V.Chandrashekarappa,Indian National Congress,1024762,727264,71.0 %,140370,19.3%
Sholapur,37,GEN,Maharashtra,Sadul Dharmanna Mondayya,Indian National Congress,850629,515543,60.6 %,135078,26.2%
Siddipet,32,SC,Andhra Pradesh,Yellaiah Nandi,Indian National Congress,1144328,761363,66.5 %,86837,11.4%
Sidhi,10,ST,Madhya Pradesh [1947 - 1999],Jagannath Singh,Bharatiya Janta Party,992279,457046,46.1 %,49867,10.9%
Sikar,5,GEN,Rajasthan,Devi Lal,Janata Dal,1132841,737519,65.1 %,46756,6.3%
Sikkim,1,GEN,Sikkim,Nandu Thapa,Sikkim Sangram Parishad,192619,138698,72.0 %,62786,45.3%
Silchar,2,GEN,Assam,Data Not Available,-,-,-,-,-,-
Simla,1,GEN,Himachal Pradesh,Krishan Dutt Sultan Puri,Indian National Congress,718487,425668,59.3 %,56990,13.4%
Singhbhum,51,ST,Bihar [1947 - 1999],Bagua Samburi,Indian National Congress,760236,288955,38.0 %,19979,6.9%
Sirsa,10,GEN,Haryana,Het Ram,Janata Dal,976500,621055,63.6 %,38413,6.2%
Sitamarhi,11,GEN,Bihar [1947 - 1999],Hukumdeo Narayan Yadav,Janata Dal,1011260,654778,64.8 %,170861,26.1%
Sitapur,17,GEN,Uttar Pradesh [1947 - 1999],Rajendra Kumari Bajpai,Indian National Congress,880520,471061,53.5 %,9158,1.9%
Sivaganga,33,GEN,Tamil Nadu,"Chidambaram, P.",Indian National Congress,1002667,661456,66.0 %,219552,33.2%
Sivakasi,35,GEN,Tamil Nadu,K.Kalimuthu,All India Anna Dravida Munnetra Kazhagam,1083748,783252,72.3 %,137068,17.5%
Siwan,5,GEN,Bihar [1947 - 1999],Janardan Tiwari,Bharatiya Janta Party,965656,562288,58.2 %,158951,28.3%
Sonepat,4,GEN,Haryana,Kapil Dev,Janata Dal,943188,615411,65.3 %,71004,11.5%
South Delhi,2,GEN,Delhi [1977 Onwards],Madan Lal Khurana,Bharatiya Janta Party,849216,482858,56.9 %,104994,21.7%
Srikakulam,1,GEN,Andhra Pradesh,Viswanatham Kanithi,Indian National Congress,861650,632341,73.4 %,50114,7.9%
Srinagar,2,GEN,Jammu & Kashmir,Mohammad Shafi Bhat,Jammu & Kashmir National Conference,782715,RU,,RU,
Sriperumbudur,4,GEN,Tamil Nadu,Maragatham Chandrasekhar,Indian National Congress,1037657,716403,69.0 %,154551,21.6%
Sultanpur,26,GEN,Uttar Pradesh [1947 - 1999],Ram Singh,Janata Dal,940963,456773,48.5 %,38596,8.4%
Sundargarh,20,GEN,Orissa,Dabananda Amat,Janata Dal,940968,468396,49.8 %,91752,19.6%
Surat,24,GEN,Gujarat,Kashiram Rana,Bharatiya Janta Party,1288729,700577,54.4 %,194041,27.7%
Surendranagar,2,GEN,Gujarat,Koli Patel Somabhai Gandabhi,Bharatiya Janta Party,832118,423056,50.8 %,127673,30.2%
Surguja,12,ST,Madhya Pradesh [1947 - 1999],Larangsai,Bharatiya Janta Party,895838,393529,43.9 %,74197,18.9%
Tamluk,30,GEN,West Bengal,Satyagopal Mistra,Communist Party Of India (MARXIST),930444,793885,85.3 %,24656,3.1%
Tarn Taran,3,GEN,Punjab,Simaranjit Singh Mann,Shiromani Akali Dal (SIMRANJIT SINGH MANN),942162,599322,63.6 %,480417,80.2%
Tehri Garhwal,1,GEN,Uttar Pradesh [1947 - 1999],Brahm Dutt,Indian National Congress,871646,443029,50.8 %,12384,2.8%
Tenali,14,GEN,Andhra Pradesh,Basavapannayya Singam,Indian National Congress,890858,646331,72.6 %,64188,9.9%
Tenkasi,37,SC,Tamil Nadu,M.Arunachalam,Indian National Congress,933214,638792,68.5 %,172707,27.0%
Tezpur,9,GEN,Assam,Data Not Available,-,-,-,-,-,-
Thane,10,GEN,Maharashtra,Kapse Ramchandra Ganesh,Bharatiya Janta Party,1554410,890052,57.3 %,88264,9.9%
Thanjavur,31,GEN,Tamil Nadu,"Singravadivel, S",Indian National Congress,920496,667837,72.6 %,97147,14.5%
Tindivanam,10,GEN,Tamil Nadu,"Eramadass, R.",Indian National Congress,958799,658615,68.7 %,100715,15.3%
Tiruchendur,38,GEN,Tamil Nadu,Dhanuskodi Athithan R.,Indian National Congress,951922,575556,60.5 %,212071,36.8%
Tiruchengode,17,GEN,Tamil Nadu,"Palanisamy, K.C.",All India Anna Dravida Munnetra Kazhagam,1269558,818032,64.4 %,272271,33.3%
Tiruchirappalli,27,SC,Tamil Nadu,L.Adaikalaraj,Indian National Congress,1053144,712943,67.7 %,169966,23.8%
Tirunelveli,36,GEN,Tamil Nadu,Janartanan,All India Anna Dravida Munnetra Kazhagam,970473,614990,63.4 %,191135,31.1%
Tirupathi,20,SC,Andhra Pradesh,Chinta Mohan,Indian National Congress,1077859,770785,71.5 %,72500,9.4%
Tiruppattur,8,GEN,Tamil Nadu,"Jayamohan, A.",Indian National Congress,992148,685933,69.1 %,134833,19.7%
Tonk,13,GEN,Rajasthan,Gopal Pacherwal,Janata Dal,989194,516699,52.2 %,107929,20.9%
Trichur,9,SC,Kerala,P. A. Antony,Indian National Congress,912039,719432,78.9 %,6235,0.9%
Tripura East,2,ST,Tripura,Manikya Bikram Kishore Debbarma Bahadur,Indian National Congress,733910,600724,81.9 %,8401,1.4%
Tripura West,1,GEN,Tripura,Santosh Mohan Dev,Indian National Congress,802640,688261,85.8 %,166155,24.1%
Trivandrum,20,GEN,Kerala,A. Charles,Indian National Congress,1024210,757167,73.9 %,50913,6.7%
Tumkur,8,GEN,Karnataka,G.S.Basavaraj,Indian National Congress,963069,705124,73.2 %,199138,28.2%
Tura,2,ST,Meghalaya,Sanford Marak,Indian National Congress,352106,188354,53.5 %,60878,32.3%
Udaipur,18,GEN,Rajasthan,Gulab Chan Kataria,Bharatiya Janta Party,1029393,597792,58.1 %,130502,21.8%
Udhampur,5,GEN,Jammu & Kashmir,Dharam Paul,Indian National Congress,809465,319326,39.5 %,30810,9.6%
Udupi,18,SC,Karnataka,Oscar Pernandes,Indian National Congress,903990,604759,66.9 %,152193,25.2%
Ujjain,38,SC,Madhya Pradesh [1947 - 1999],Satyanarayan Jatiya,Bharatiya Janta Party,887582,506061,57.0 %,102194,20.2%
Uluberia,25,GEN,West Bengal,Hanan Mollah,Communist Party Of India (MARXIST),948820,762036,80.3 %,52096,6.8%
Unnao,22,GEN,Uttar Pradesh [1947 - 1999],Anwar Ahmad,Janata Dal,933295,479686,51.4 %,29365,6.1%
Vaishali,9,GEN,Bihar [1947 - 1999],Usha Singh,Janata Dal,964120,711954,73.8 %,213217,29.9%
Vandavasi,9,GEN,Tamil Nadu,"Balaraman, L.",Indian National Congress,978457,677686,69.3 %,100172,14.8%
Varanasi,52,GEN,Uttar Pradesh [1947 - 1999],Anil Shastri,Janata Dal,1041360,444042,42.6 %,171603,38.6%
Vellore,7,GEN,Tamil Nadu,"Abdul Samad, A. K. A.",Indian National Congress,1011139,669397,66.2 %,160850,24.0%
Vidisha,31,GEN,Madhya Pradesh [1947 - 1999],Raghav Ji,Bharatiya Janta Party,925976,545748,58.9 %,136132,24.9%
Vijayawada,13,GEN,Andhra Pradesh,Chennupati Vidya,Indian National Congress,1106132,822391,74.4 %,58204,7.1%
Visakhapatnam,4,GEN,Andhra Pradesh,Uma Gajapathi Raju Poosapati,Indian National Congress,1073318,733318,68.3 %,25733,3.5%
Vishnupur,36,GEN,West Bengal,Sukhendu Khan,Communist Party Of India (MARXIST),907049,744882,82.1 %,187589,25.2%
Warangal,39,GEN,Andhra Pradesh,Surender Reddy Ramasahayam,Indian National Congress,946078,714262,75.5 %,54121,7.6%
Wardha,27,GEN,Maharashtra,Sathe Vasant Purushottam,Indian National Congress,920961,603270,65.5 %,25830,4.3%
Washim,20,ST,Maharashtra,Deshmukh Anantrao Vitthalrao,Indian National Congress,853576,568338,66.6 %,135854,23.9%
Yavatmal,28,GEN,Maharashtra,Uttamrao Deorao Patil,Indian National Congress,890474,534029,60.0 %,26739,5.0%
