Constituency Name,ConstituencyName (PC all relatives.csv),District Name,DistrictName (PC all relatives.csv),Family ID,FamilyID (PC all relatives.csv),Father/Husband Name,Table Name,UID,States,States Str,Name,Name (PC all relatives.csv),Winning Candidate,Party,pc name,Political Role,PoliticalRole (PC all relatives.csv),Relation,Relation (PC all relatives.csv),Name1,UID(AC/PC all relatives),Relation(AC/PC),state,State Name,StateName (PC all relatives.csv),PoliticalRole(AC and PC),Type,UID (AC all recent relatives.csv),UID (PC all relatives.csv),Years Held,YearsHeld (PC all relatives.csv),YearsHeld(AC/PC),Age,Poll %,Total electors(AC/PC),Total Votes(AC/PC),electors,Margin,Margin %,No,Total Electors,Total Votes,turnout,votes,if Dynasty
,,,,,,SUHAS RAMCHANDRA PHARANDE,AC_all_winning_cand.csv,MH2024AC124,Maharashtra,Maharashtra,Nashik Central,,Devyani Suhas Pharande,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,58,0.576,345393,198999,,17856,0.09,124,345393,198999,,,0
,,,,,,Hiray Mahesh Ramrao,AC_all_winning_cand.csv,MH2024AC125,Maharashtra,Maharashtra,Nashik West,,Hiray Seema Mahesh,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,54,0.568,483495,274603,,68177,0.248,125,483495,274603,,,0
,,,,,,Ahire Babulal Soma,AC_all_winning_cand.csv,MH2024AC126,Maharashtra,Maharashtra,Deolali,,Ahire Saroj Babulal,Nationalist Congress Party,,,,,,,,,,,,,SC,,,,,,43,0.632,288141,182221,,40679,0.223,126,288141,182221,,,0
,,,,,,BHIKA KHOSKAR,AC_all_winning_cand.csv,MH2024AC127,Maharashtra,Maharashtra,Igatpuri,,Khoskar Hiraman Bhika,Nationalist Congress Party,,,,,,,,,,,,,ST,,,,,,60,0.758,280559,212802,,86581,0.407,127,280559,212802,,,0
,,,,,,Bhiva Barkya Nikole,AC_all_winning_cand.csv,MH2024AC128,Maharashtra,Maharashtra,Dahanu,,Vinod Bhiva Nikole,Communist Party Of India (Marxist),,,,,,,,,,,,,ST,,,,,,49,0.719,301239,216649,,5133,0.024,128,301239,216649,,,0
,,,,,,Bhoye Sakharam Navji,AC_all_winning_cand.csv,MH2024AC129,Maharashtra,Maharashtra,Vikramgad,,Bhoye Harishchandra Sakharam,Bharatiya Janta Party,,,,,,,,,,,,,ST,,,,,,55,0.769,317741,244227,,41408,0.17,129,317741,244227,,,0
,,,,,,Gavit Dhedya Ishrya,AC_all_winning_cand.csv,MH2024AC130,Maharashtra,Maharashtra,Palghar,,Gavit Rajendra Dhedya,Shiv Sena,,,,,,,,,,,,,ST,,,,,,57,0.703,298579,209938,,40337,0.192,130,298579,209938,,,0
,,,,,,SUKUR GOPAL TARE,AC_all_winning_cand.csv,MH2024AC131,Maharashtra,Maharashtra,Boisar,,Vilas Sukur Tare,Shiv Sena,,,,,,,,,,,,,ST,,,,,,52,0.668,411329,274572,,44455,0.162,131,411329,274572,,,0
,,,,,,BALKRISHNA GANPAT NAIK,AC_all_winning_cand.csv,MH2024AC132,Maharashtra,Maharashtra,Nalasopara,,Rajan Balkrishna Naik,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,60,0.57,608526,347005,,36875,0.106,132,608526,347005,,,0
Vasai,,Palghar (previously Thane before Palghar district's formation in 2014),,158,,PREMNATH SHAMSUNDAR DUBE,AC_all_winning_cand.csv,MH2024AC133,Maharashtra,Maharashtra,Vasai,,Sneha Dube Pandit,Bharatiya Janta Party,,"MLA (Member of Legislative Assembly), Social Activist",,Father,,Vivek Pandit,MH2024AC133,Father,,Maharashtra,,"MLA (Member of Legislative Assembly), Social Activist",GEN,MH2024AC133,,2009-2014,,2009-2014,38,0.612,354652,216874,,3153,0.015,133,354652,216874,,,1
,,,,,,Shri Tukaram Ganpat More,AC_all_winning_cand.csv,MH2024AC134,Maharashtra,Maharashtra,Bhiwandi Rural,,Shantaram Tukaram More,Shiv Sena,,,,,,,,,,,,,ST,,,,,,54,0.707,337711,238889,,57962,0.243,134,337711,238889,,,0
,,,,,,BHIKA KANHU DARODA,AC_all_winning_cand.csv,MH2024AC135,Maharashtra,Maharashtra,Shahapur,,Daulat Bhika Daroda,Nationalist Congress Party,,,,,,,,,,,,,ST,,,,,,56,0.694,291057,201900,,1672,0.008,135,291057,201900,,,0
,,,,,,Choughule Prabhakar Ramchandra,AC_all_winning_cand.csv,MH2024AC136,Maharashtra,Maharashtra,Bhiwandi West,,Choughule Mahesh Prabhakar,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,50,0.54,334037,180508,,31293,0.173,136,334037,180508,,,0
,,,,,,Kasam Shaikh,AC_all_winning_cand.csv,MH2024AC137,Maharashtra,Maharashtra,Bhiwandi East,,Rais Kasam Shaikh,Samajwadi Party,,,,,,,,,,,,,GEN,,,,,,50,0.511,373645,190953,,52015,0.272,137,373645,190953,,,0
,,,,,,ATMARAM GOVIND BHOIR,AC_all_winning_cand.csv,MH2024AC138,Maharashtra,Maharashtra,Kalyan West,,Vishwanath Atmaram Bhoir,Shiv Sena,,,,,,,,,,,,,GEN,,,,,,54,0.551,440597,242776,,42454,0.175,138,440597,242776,,,0
,,,,,,Shankar Kalu Kathore,AC_all_winning_cand.csv,MH2024AC139,Maharashtra,Maharashtra,Murbad,,Kisan Shankar Kathore,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,72,0.67,470040,314910,,52392,0.166,139,470040,314910,,,0
,,,,,,PRALHAD GANESH KINIKAR,AC_all_winning_cand.csv,MH2024AC140,Maharashtra,Maharashtra,Ambernath,,Dr. Balaji Pralhad Kinikar,Shiv Sena,,,,,,,,,,,,,SC,,,,,,51,0.486,374664,182187,,51375,0.282,140,374664,182187,,,0
,,,,,,Uttamchand Ailani,AC_all_winning_cand.csv,MH2024AC141,Maharashtra,Maharashtra,Ulhasnagar,,Ailani Kumar Uttamchand,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,66,0.541,283379,153443,,30754,0.2,141,283379,153443,,,0
Kalyan East,,Thane,,168,,Ganpat Kalu Gaikwad,AC_all_winning_cand.csv,MH2024AC142,Maharashtra,Maharashtra,Kalyan East,,Sulbha Ganpat Gaikwad,Bharatiya Janta Party,,"Member of Maharashtra Legislative Assembly (MLA), Bharatiya Janata Party (BJP) and Independent",,Spouse,,Ganpat Kalu Gaikwad,MH2024AC142,Spouse,,Maharashtra,,"Member of Maharashtra Legislative Assembly (MLA), Bharatiya Janata Party (BJP) and Independent",GEN,MH2024AC142,,2009-2024,,2009-2024,53,0.582,329173,191520,,26408,0.138,142,329173,191520,,,1
,,,,,,Dattatray Babli Chavan,AC_all_winning_cand.csv,MH2024AC143,Maharashtra,Maharashtra,Dombivali,,Chavan Ravindra Dattatray,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,54,0.555,313122,173789,,77106,0.444,143,313122,173789,,,0
,,,,,,GOVARDHAN GHUTTYA MORE,AC_all_winning_cand.csv,MH2024AC144,Maharashtra,Maharashtra,Kalyan Rural,,Rajesh Govardhan More,Shiv Sena,,,,,,,,,,,,,GEN,,,,,,55,0.575,510247,293305,,66396,0.226,144,510247,293305,,,0
,,,,,,Lalchand Mehta,AC_all_winning_cand.csv,MH2024AC145,Maharashtra,Maharashtra,Mira Bhayandar,,Narendra Mehta,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,52,0.511,510862,260850,,60433,0.232,145,510862,260850,,,0
Ward 29,,Thane,,172,,Baburao Marutirao Sarnaik,AC_all_winning_cand.csv,MH2024AC146,Maharashtra,Maharashtra,Ovala - Majiwada,,Pratap Baburao Sarnaik,Shiv Sena,,"Corporator, Thane Municipal Corporation (Ward 29)",,Spouse,,Parisha Sarnaik,MH2024AC146,Spouse,,Maharashtra,,"Corporator, Thane Municipal Corporation (Ward 29)",GEN,MH2024AC146,,Unknown,,Unknown,60,0.516,545110,281361,,108158,0.384,146,545110,281361,,,1
Thane Municipal Corporation,,Thane,,176,,SAMBHAJI NAVALU SHINDE,AC_all_winning_cand.csv,MH2024AC147,Maharashtra,Maharashtra,Kopri - Pachpakhadi,,Eknath Sambhaji Shinde,Shiv Sena,,"Councillor, Thane Municipal Corporation",,Brother,,Prakash Sambhaji Shinde,MH2024AC147,Brother,,Maharashtra,,"Councillor, Thane Municipal Corporation",GEN,MH2024AC147,,Unknown,,Unknown,60,0.591,339526,200500,,120717,0.602,147,339526,200500,,,1
,,,,,,MUKUND NEELKANTH KELKAR,AC_all_winning_cand.csv,MH2024AC148,Maharashtra,Maharashtra,Thane,,Sanjay Mukund Kelkar,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,68,0.607,378207,229468,,58253,0.254,148,378207,229468,,,0
"Mumbai (multiple from Mumbai South, Mumbai North East)",,Mumbai,,178,,SATISH AWHAD,AC_all_winning_cand.csv,MH2024AC149,Maharashtra,Maharashtra,Mumbra - Kalwa,,Awhad Jitendra Satish,Nationalist Congress Party – Sharadchandra Pawar,,"Contested Lok Sabha elections from Mumbai (Labour Leader, Trade Unionist, contested as an independent)",,Father-in-law,,Dattatraya (Dutta) Samant,MH2024AC149,Father-in-law,,Maharashtra,,"Contested Lok Sabha elections from Mumbai (Labour Leader, Trade Unionist, contested as an independent)",GEN,MH2024AC149,,"1990s (contested, not elected)",,"1990s (contested, not elected)",61,0.517,485324,251079,,96228,0.383,149,485324,251079,,,1
,,,,,,RAMCHANDRA FAKIRJI NAIK,AC_all_winning_cand.csv,MH2024AC150,Maharashtra,Maharashtra,Airoli,,Ganesh Ramchandra Naik,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,74,0.537,489059,262381,,91880,0.35,150,489059,262381,,,0
,,,,,,VIJAY NARAYAN MHATRE,AC_all_winning_cand.csv,MH2024AC151,Maharashtra,Maharashtra,Belapur,,Manda Vijay Mhatre,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,68,0.549,423579,232691,,377,0.002,151,423579,232691,,,0
,,,,,,Rambhakt Bhagoutiprasad Upadhya,AC_all_winning_cand.csv,MH2024AC152,Maharashtra,Maharashtra,Borivali,,Sanjay Upadhyay,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,51,0.615,325734,200442,,100257,0.5,152,325734,200442,,,0
,,,,,,ASHOK PURUSHOTTAM CHAUDHARY,AC_all_winning_cand.csv,MH2024AC153,Maharashtra,Maharashtra,Dahisar,,Chaudhary Manisha Ashok,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,63,0.577,277915,160392,,44329,0.276,153,277915,160392,,,0
,,,,,,RAJARAM HIRU SURVE,AC_all_winning_cand.csv,MH2024AC154,Maharashtra,Maharashtra,Magathane,,Prakash Surve,Shiv Sena,,,,,,,,,,,,,GEN,,,,,,62,0.586,304627,178647,,58164,0.326,154,304627,178647,,,0
,,,,,,CHANDRKANT JAMANADAS KOTECHA,AC_all_winning_cand.csv,MH2024AC155,Maharashtra,Maharashtra,Mulund,,Mihir Kotecha,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,50,0.605,296687,179438,,90032,0.502,155,296687,179438,,,0
,,,,,,RAJARAM GANPAT RAUT,AC_all_winning_cand.csv,MH2024AC156,Maharashtra,Maharashtra,Vikhroli,,Sunil Rajaram Raut,Shiv Sena (Uddhav Balasaheb Thackrey),,,,,,,,,,,,,GEN,,,,,,59,0.572,243535,139326,,15526,0.111,156,243535,139326,,,0
,,,,,,Dharmaraj Mahadev Patil,AC_all_winning_cand.csv,MH2024AC157,Maharashtra,Maharashtra,Bhandup West,,Ashok Dharmaraj Patil,Shiv Sena,,,,,,,,,,,,,GEN,,,,,,64,0.623,288286,179519,,6764,0.038,157,288286,179519,,,0
,,,,,,BHIKU BHAGSHETH NAR,AC_all_winning_cand.csv,MH2024AC158,Maharashtra,Maharashtra,Jogeshwari East,,Anant (BALA) B. NAR,Shiv Sena (Uddhav Balasaheb Thackrey),,,,,,,,,,,,,GEN,,,,,,59,0.585,299015,174964,,1541,0.009,158,299015,174964,,,0
,,,,,,WAMAN GANPAT PRABHU,AC_all_winning_cand.csv,MH2024AC159,Maharashtra,Maharashtra,Dindoshi,,Sunil Waman Prabhu,Shiv Sena (Uddhav Balasaheb Thackrey),,,,,,,,,,,,,GEN,,,,,,55,0.575,306502,176097,,6182,0.035,159,306502,176097,,,0
,,,,,,DATTATRAYA BHATKHALKAR,AC_all_winning_cand.csv,MH2024AC160,Maharashtra,Maharashtra,Kandivali East,,Atul Bhatkhalkar,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,59,0.542,286898,155589,,83593,0.537,160,286898,155589,,,0
,,,,,,AMRUTLAL DHANJIBHAI SAGAR,AC_all_winning_cand.csv,MH2024AC161,Maharashtra,Maharashtra,Charkop,,Yogesh Sagar,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,62,0.571,317416,181093,,91154,0.503,161,317416,181093,,,0
Ward 33,,Mumbai (Suburban),,192,,RAMJANALI SHABUDDIN SHAIKH,AC_all_winning_cand.csv,MH2024AC162,Maharashtra,Maharashtra,Malad West,,Aslam Ramjanali Shaikh,Indian National Congress,,BMC Corporator Candidate,,Sister,,Qamar Jahan Siddiqui,MH2024AC162,Sister,,Maharashtra,,BMC Corporator Candidate,GEN,MH2024AC162,,2026 (contested),,2026 (contested),55,0.547,357919,195656,,6227,0.032,162,357919,195656,,,1
,,,,,,JAIPRAKASH C THAKUR,AC_all_winning_cand.csv,MH2024AC163,Maharashtra,Maharashtra,Goregaon,,Vidya Thakur,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,63,0.553,329212,182148,,23600,0.13,163,329212,182148,,,0
,,,,,,Haji Ismail Khan,AC_all_winning_cand.csv,MH2024AC164,Maharashtra,Maharashtra,Versova,,Haroon Khan,Shiv Sena (Uddhav Balasaheb Thackrey),,,,,,,,,,,,,GEN,,,,,,62,0.511,286711,146630,,1600,0.011,164,286711,146630,,,0
,,,,,,BHASKAR JAGANNATH SATAM,AC_all_winning_cand.csv,MH2024AC165,Maharashtra,Maharashtra,Andheri West,,Ameet Bhaskar Satam,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,48,0.532,288125,153402,,19599,0.128,165,288125,153402,,,0
,,,,,,KANJI PATEL,AC_all_winning_cand.csv,MH2024AC166,Maharashtra,Maharashtra,Andheri East,,Murji Patel (KAKA),Shiv Sena,,,,,,,,,,,,,GEN,,,,,,52,0.578,288150,166557,,25486,0.153,166,288150,166557,,,0
Unknown,,Mumbai (Suburban),,198,,Madhusudan Atmaram Alavani,AC_all_winning_cand.csv,MH2024AC167,Maharashtra,Maharashtra,Vile Parle,,Alavani Parag,Bharatiya Janta Party,,Brihanmumbai Municipal Corporation (BMC) Corporator,,Spouse,,Jyoti Alavani,MH2024AC167,Spouse,,Maharashtra,,Brihanmumbai Municipal Corporation (BMC) Corporator,GEN,MH2024AC167,,"2012–2017, 2017–2022",,"2012–2017, 2017–2022",57,0.564,275325,155373,,54935,0.354,167,275325,155373,,,1
,,,,,,BHAUSAHEB LANDE,AC_all_winning_cand.csv,MH2024AC168,Maharashtra,Maharashtra,Chandivali,,Dilip Bhausaheb Lande,Shiv Sena,,,,,,,,,,,,,GEN,,,,,,63,0.525,453003,237906,,20625,0.087,168,453003,237906,,,0
,,,,,,SHIVAJI VISHWANATH KADAM,AC_all_winning_cand.csv,MH2024AC169,Maharashtra,Maharashtra,Ghatkopar West,,Ram Kadam,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,52,0.598,277532,165896,,12971,0.078,169,277532,165896,,,0
,,,,,,Kishorchandra Shah,AC_all_winning_cand.csv,MH2024AC170,Maharashtra,Maharashtra,Ghatkopar East,,Parag Shah,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,55,0.592,249539,147774,,34999,0.237,170,249539,147774,,,0
,,,,,,HAJI NIYAZ AHMED AZMI,AC_all_winning_cand.csv,MH2024AC171,Maharashtra,Maharashtra,Mankhurd Shivaji Nagar,,Abu Asim Azmi,Samajwadi Party,,,,,,,,,,,,,GEN,,,,,,69,0.519,334136,173361,,12753,0.074,171,334136,173361,,,0
Anushakti Nagar (and earlier Nehrunagar),,Mumbai (Suburban),,202,,NAWAB MALIK,AC_all_winning_cand.csv,MH2024AC172,Maharashtra,Maharashtra,Anushakti Nagar,,Sana Malik,Nationalist Congress Party,,Member of Maharashtra Legislative Assembly; Former Cabinet Minister; Multiple-term MLA from Anushakti Nagar; NCP Leader,,Father,,Nawab Malik,MH2024AC172,Father,,Maharashtra,,Member of Maharashtra Legislative Assembly; Former Cabinet Minister; Multiple-term MLA from Anushakti Nagar; NCP Leader,GEN,MH2024AC172,,2009-2024 (MLA for Anushakti Nagar); Cabinet Minister 2019-2022; MLA earlier from Nehrunagar (1996-2009),,2009-2024 (MLA for Anushakti Nagar); Cabinet Minister 2019-2022; MLA earlier from Nehrunagar (1996-2009),37,0.528,269069,142191,,3378,0.024,172,269069,142191,,,1
,,,,,,RAMKRUSHNA HARI KATE,AC_all_winning_cand.csv,MH2024AC173,Maharashtra,Maharashtra,Chembur,,Tukaram Ramkrushna Kate,Shiv Sena,,,,,,,,,,,,,GEN,,,,,,62,0.545,258947,141013,,10711,0.076,173,258947,141013,,,0
,,,,,,ANANT SUDKOJI KUDALKAR,AC_all_winning_cand.csv,MH2024AC174,Maharashtra,Maharashtra,Kurla,,Kudalkar Mangesh,Shiv Sena,,,,,,,,,,,,,SC,,,,,,53,0.529,292228,154698,,4187,0.027,174,292228,154698,,,0
,,,,,,GOVIND SAWALA POTNIS,AC_all_winning_cand.csv,MH2024AC175,Maharashtra,Maharashtra,Kalina,,Sanjay Govind Potnis,Shiv Sena (Uddhav Balasaheb Thackrey),,,,,,,,,,,,,GEN,,,,,,69,0.522,241737,126177,,5008,0.04,175,241737,126177,,,0
Worli,,Mumbai,,206,,SATISH NARHARI SARDESAI,AC_all_winning_cand.csv,MH2024AC176,Maharashtra,Maharashtra,Vandre East,,Varun Satish Sardesai,Shiv Sena (Uddhav Balasaheb Thackrey),,"MLA, Cabinet Minister (Tourism, Environment), Maharashtra; Member of Legislative Assembly from Worli",,Cousin (Maternal),,Aaditya Thackeray,MH2024AC176,Cousin (Maternal),,Maharashtra,,"MLA, Cabinet Minister (Tourism, Environment), Maharashtra; Member of Legislative Assembly from Worli",GEN,MH2024AC176,,2019–present,,2019–present,32,0.54,249104,134630,,11365,0.084,176,249104,134630,,,1
Malad West,,Mumbai (Suburban),,208,,BABAJI DHONDU SHELAR,AC_all_winning_cand.csv,MH2024AC177,Maharashtra,Maharashtra,Vandre West,,Adv. Ashish Shelar,Bharatiya Janta Party,,"BJP Candidate for Maharashtra Legislative Assembly, Malad West",,Brother,,Vinod Shelar,MH2024AC177,Brother,,Maharashtra,,"BJP Candidate for Maharashtra Legislative Assembly, Malad West",GEN,MH2024AC177,,2024 (contested),,2024 (contested),52,0.511,288746,147454,,19931,0.135,177,288746,147454,,,1
Dharavi (MLA); Mumbai South Central (MP),,Mumbai,,209,,Dr. Ganesh Janardan Girigosavi,AC_all_winning_cand.csv,MH2024AC178,Maharashtra,Maharashtra,Dharavi,,Dr. Gaikwad Jyoti Eknath,Indian National Congress,,Member of Parliament (Lok Sabha); Member of Legislative Assembly (Maharashtra); Minister of State in Maharashtra Cabinet,,Father,,Eknath Gaikwad,MH2024AC178,Father,,Maharashtra,,Member of Parliament (Lok Sabha); Member of Legislative Assembly (Maharashtra); Minister of State in Maharashtra Cabinet,SC,MH2024AC178,,"MP: 2004-2014, MLA: 1985-1999, Minister: Various terms between 1985-2014",,"MP: 2004-2014, MLA: 1985-1999, Minister: Various terms between 1985-2014",47,0.495,261869,129548,,23459,0.181,178,261869,129548,,,1
Unknown,,Unknown,,211,,U. RAMAIAH RANGIAR SELVAN,AC_all_winning_cand.csv,MH2024AC179,Maharashtra,Maharashtra,Sion Koliwada,,Captain R Tamil Selvan,Bharatiya Janta Party,,Supporter of the Communist Party (no record of having held or contested office),,Father,,U. Ramaiah Rangiar Selvan (also referred as Ramayya Rangiar or Ramayya),MH2024AC179,Father,,Tamil Nadu,,Supporter of the Communist Party (no record of having held or contested office),GEN,MH2024AC179,,Unknown,,Unknown,66,0.531,283271,150281,,7895,0.053,179,283271,150281,,,1
,,,,,,Nilkanth,AC_all_winning_cand.csv,MH2024AC180,Maharashtra,Maharashtra,Wadala,,Kalidas Nilkanth Kolambkar,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,71,0.575,205387,118048,,24973,0.212,180,205387,118048,,,0
,,,,,,BALIRAM SHANKAR SAWANT,AC_all_winning_cand.csv,MH2024AC181,Maharashtra,Maharashtra,Mahim,,Mahesh Baliram Sawant,Shiv Sena (Uddhav Balasaheb Thackrey),,,,,,,,,,,,,GEN,,,,,,52,0.589,225951,133046,,1316,0.01,181,225951,133046,,,0
Legislative Council (MLC),,Mumbai,,216,,Uddhav Balasaheb Thackeray,AC_all_winning_cand.csv,MH2024AC182,Maharashtra,Maharashtra,Worli,,Aditya Uddhav Thackeray,Shiv Sena (Uddhav Balasaheb Thackrey),,Chief Minister of Maharashtra; President of Shiv Sena (UBT); Member of Maharashtra Legislative Council,,Father,,Uddhav Balasaheb Thackeray,MH2024AC182,Father,,Maharashtra,,Chief Minister of Maharashtra; President of Shiv Sena (UBT); Member of Maharashtra Legislative Council,GEN,MH2024AC182,,"2019-2022 (CM); 2013-present (President, Shiv Sena/UBT); 2020-2024 (MLC)",,"2019-2022 (CM); 2013-present (President, Shiv Sena/UBT); 2020-2024 (MLC)",34,0.536,264520,141739,,8801,0.062,182,264520,141739,,,1
Shivadi,,Mumbai,,222,,VINAYAK SHANKAR CHOUDHARI,AC_all_winning_cand.csv,MH2024AC183,Maharashtra,Maharashtra,Shivadi,,Ajay Vinayak Choudhari,Shiv Sena (Uddhav Balasaheb Thackrey),,"Shiv Sena member (Shinde group), Contested local elections",,Brother,,Sanjay Choudhari,MH2024AC183,Brother,,Maharashtra,,"Shiv Sena member (Shinde group), Contested local elections",GEN,MH2024AC183,,2024,,2024,71,0.549,275384,151243,,7140,0.047,183,275384,151243,,,1
"Unknown (Municipal ward in Mumbai, associated with Byculla area)",,Mumbai City,,223,,Pandurnag Laxman Jamsutkar,AC_all_winning_cand.csv,MH2024AC184,Maharashtra,Maharashtra,Byculla,,Manoj Pandurang Jamsutkar,Shiv Sena (Uddhav Balasaheb Thackrey),,Corporator (Municipal Councillor),,Wife,,Sonam Jamsutkar,MH2024AC184,Wife,,Maharashtra,,Corporator (Municipal Councillor),GEN,MH2024AC184,,"Prior to 2024 (exact terms not specified, but service confirmed in reliable news sources and public biographies)",,"Prior to 2024 (exact terms not specified, but service confirmed in reliable news sources and public biographies)",55,0.527,258856,136366,,31361,0.23,184,258856,136366,,,1
Jodhpur,,Jodhpur,,224,,Gumanmal Lodha,AC_all_winning_cand.csv,MH2024AC185,Maharashtra,Maharashtra,Malabar Hill,,Mangal Prabhat Lodha,Bharatiya Janta Party,,"Member of Parliament, Independence Activist",,Father,,Gumanmal Lodha,MH2024AC185,Father,,Rajasthan,,"Member of Parliament, Independence Activist",GEN,MH2024AC185,,"1977-1989 (LS), Freedom Movement era",,"1977-1989 (LS), Freedom Movement era",69,0.52,261162,135896,,68019,0.501,185,261162,135896,,,1
,,,,,,AMIRALI PATEL,AC_all_winning_cand.csv,MH2024AC186,Maharashtra,Maharashtra,Mumbadevi,,Amin Patel,Indian National Congress,,,,,,,,,,,,,GEN,,,,,,61,0.485,241959,117271,,34844,0.297,186,241959,117271,,,0
Colaba,,Mumbai,,226,,,AC_all_winning_cand.csv,MH2024AC187,Maharashtra,Maharashtra,Colaba,,Adv Rahul Suresh Narwekar,Bharatiya Janta Party,,Municipal Councillor,,Father,,Suresh Narwekar,MH2024AC187,Father,,Maharashtra,,Municipal Councillor,GEN,MH2024AC187,,Unknown,,Unknown,,0.439,265251,116396,,48581,0.417,187,265251,116396,,,1
Kolaba,,Raigad,,231,,RAM THAKUR,AC_all_winning_cand.csv,MH2024AC188,Maharashtra,Maharashtra,Panvel,,Prashant Ramsheth Thakur,Bharatiya Janta Party,,Member of Parliament (Lok Sabha),,Father,,Ramsheth Changu Thakur,MH2024AC188,Father,,Maharashtra,,Member of Parliament (Lok Sabha),GEN,MH2024AC188,,1998-1999,,1998-1999,50,0.583,652062,380059,,51091,0.134,188,652062,380059,,,1
,,,,,,SADASHIV BHAGA THORVE,AC_all_winning_cand.csv,MH2024AC189,Maharashtra,Maharashtra,Karjat,,Thorve Mahendra Sadashiv,Shiv Sena,,,,,,,,,,,,,GEN,,,,,,52,0.747,318742,238043,,5694,0.024,189,318742,238043,,,0
,,,,,,RATANLAL BALDI,AC_all_winning_cand.csv,MH2024AC190,Maharashtra,Maharashtra,Uran,,Mahesh Baldi,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,57,0.763,342101,260895,,6512,0.025,190,342101,260895,,,0
,,,,,,DAGDU PATIL,AC_all_winning_cand.csv,MH2024AC191,Maharashtra,Maharashtra,Pen,,Ravisheth Patil,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,73,0.727,307979,224054,,60810,0.271,191,307979,224054,,,0
,,,,,,HARI JANU DALVI,AC_all_winning_cand.csv,MH2024AC192,Maharashtra,Maharashtra,Alibag,,Mahendra Hari Dalvi,Shiv Sena,,,,,,,,,,,,,GEN,,,,,,59,0.772,306230,236342,,29565,0.125,192,306230,236342,,,0
"Raigad (Lok Sabha), Shrivardhan (former MLA)",,Raigarh,,236,,SUNIL TATKARE,AC_all_winning_cand.csv,MH2024AC193,Maharashtra,Maharashtra,Shrivardhan,,Aditi Sunil Tatkare,Nationalist Congress Party,,"Member of Parliament (Lok Sabha), State President of NCP (Ajit Pawar Faction), Former Minister (Finance, Water Resources, Energy, Food & Civil Supplies)",,Father,,Sunil Tatkare,MH2024AC193,Father,,Maharashtra,,"Member of Parliament (Lok Sabha), State President of NCP (Ajit Pawar Faction), Former Minister (Finance, Water Resources, Energy, Food & Civil Supplies)",GEN,MH2024AC193,,1995–present (various positions),,1995–present (various positions),36,0.605,265286,160564,,82798,0.516,193,265286,160564,,,1
Unknown,,Raigad,,238,,GOGAWALE MARUTI KRUSHNAJI,AC_all_winning_cand.csv,MH2024AC194,Maharashtra,Maharashtra,Mahad,,Gogawale Bharat Maruti,Shiv Sena,,"Zilla Parishad Member, Raigad",,Spouse,,Sushma Gogawale,MH2024AC194,Spouse,,Maharashtra,,"Zilla Parishad Member, Raigad",GEN,MH2024AC194,,Unknown,,Unknown,61,0.717,296388,212436,,26210,0.123,194,296388,212436,,,1
,,,,,,Bhimaji Shankar Sonawane,AC_all_winning_cand.csv,MH2024AC195,Maharashtra,Maharashtra,Junnar,,Sharaddada Bhimaji Sonawane,Independent,,,,,,,,,,,,,GEN,,,,,,51,0.69,325764,224825,,6664,0.03,195,325764,224825,,,0
Ambegaon,,Pune,,240,,Dattatray Govindrao Walse Patil,AC_all_winning_cand.csv,MH2024AC196,Maharashtra,Maharashtra,Ambegaon,,Dilip Dattatray Walse Patil,Nationalist Congress Party,,MLA (Indian National Congress),,Father,,Dattatray Govindrao Walse Patil,MH2024AC196,Father,,Maharashtra,,MLA (Indian National Congress),GEN,MH2024AC196,,1972-1978,,1972-1978,67,0.704,314252,221358,,1523,0.007,196,314252,221358,,,1
,,,,,,RAMCHANDRA DHONDIBA KALE,AC_all_winning_cand.csv,MH2024AC197,Maharashtra,Maharashtra,Khed Alandi,,Babaji Ramchandra Kale,Shiv Sena (Uddhav Balasaheb Thackrey),,,,,,,,,,,,,GEN,,,,,,54,0.684,376623,257710,,51743,0.201,197,376623,257710,,,0
