pc name,no,type,state,winning candidate,party,electors,votes,turnout,margin,margin %,UID
Quilon,494,GEN,Kerala,N.S. Nair,Independent,459508,371498,80.9 %,79858,21.5%,KL1967PC494
Rae Bareli,374,GEN,Uttar Pradesh [1947 - 1999],I. N. Gandhi,Indian National Congress,479640,272736,56.9 %,91703,33.6%,UP1967PC374
Raichur,271,GEN,Mysore,R. V. Naik,Swatantra,495088,235984,47.7 %,11439,4.8%,KA1967PC271
Raiganj,441,GEN,West Bengal,C. K. Bhattacharyya,Indian National Congress,487220,276115,56.7 %,990,0.4%,WB1967PC441
Raigarh,158,ST,Madhya Pradesh [1947 - 1999],R. Gandha,Indian National Congress,504247,251730,49.9 %,29146,11.6%,MP1967PC158
Raipur,162,GEN,Madhya Pradesh [1947 - 1999],L. Gupta,Indian National Congress,538719,295774,54.9 %,24415,8.3%,MP1967PC162
Rajahmundry,8,GEN,Andhra Pradesh,D.S. Raju,Indian National Congress,530740,410324,77.3 %,134913,32.9%,AP1967PC08
Rajampet,22,GEN,Andhra Pradesh,P. Parthasarathy,Indian National Congress,518951,374210,72.1 %,66549,17.8%,AP1967PC22
Rajapur,224,GEN,Maharashtra,N. B. Pai,Praja Socialist Party,396063,235909,59.6 %,59084,25.0%,MH1967PC224
Rajkot,111,GEN,Gujarat,M.R. Masani,Swatantra,460286,288480,62.7 %,6476,2.2%,GJ1967PC111
Rajmahal,79,ST,Bihar [1947 - 1999],I. Marandi,Indian National Congress,454582,156295,34.4 %,6405,4.1%,BR1967PC79
Rajnandgaon,166,GEN,Madhya Pradesh [1947 - 1999],P. Devi,Indian National Congress,512194,271482,53.0 %,86440,31.8%,MP1967PC166
Ramanathapuram,218,GEN,Madras,M. Sheriff,Independent,526959,395457,75.1 %,32025,8.1%,TN1967PC218
Rampur,360,GEN,Uttar Pradesh [1947 - 1999],N. S. Z. A. Khan,Swatantra,499114,335197,67.2 %,48899,14.6%,UP1967PC360
Ramsanehighat,380,SC,Uttar Pradesh [1947 - 1999],B. Kureel,Indian National Congress,490633,229552,46.8 %,13469,5.9%,UP1967PC380
Ramtek,243,GEN,Maharashtra,A. G. Sonar,Indian National Congress,508935,354511,69.7 %,105349,29.7%,MH1967PC243
Ranchi,103,GEN,Bihar [1947 - 1999],P. K. Ghosh,Indian National Congress,465018,181946,39.1 %,4167,2.3%,BR1967PC103
Ratnagiri,225,GEN,Maharashtra,S. Mukherjee,Indian National Congress,451201,275868,61.1 %,50439,18.3%,MH1967PC225
Rewa,154,GEN,Madhya Pradesh [1947 - 1999],S.N. Shukla,Indian National Congress,559625,339588,60.7 %,57839,17.0%,MP1967PC154
Robertsganj,405,SC,Uttar Pradesh [1947 - 1999],R. Swarup,Indian National Congress,500334,247604,49.5 %,17376,7.0%,UP1967PC405
Rohtak,136,GEN,Haryana,R. Singh,Indian National Congress,477706,362943,76.0 %,55596,15.3%,HR1967PC136
Rosera,72,SC,Bihar [1947 - 1999],K. Paswan,Samyukta Socialist Party,510872,292428,57.2 %,11388,3.9%,BR1967PC72
Rupar,326,SC,Punjab,B. Singh,Indian National Congress,475396,348741,73.4 %,4072,1.2%,PB1967PC326
Sabarkantha,122,GEN,Gujarat,C.C. Desai,Swatantra,415763,276327,66.5 %,44799,16.2%,GJ1967PC122
Sagar,171,SC,Madhya Pradesh [1947 - 1999],Ramsingh,Bhartiya Jan Sangh,496617,260318,52.4 %,297,0.1%,MP1967PC171
Saharanpur,436,SC,Uttar Pradesh [1947 - 1999],S. Lal,Indian National Congress,506832,326163,64.4 %,37652,11.5%,UP1967PC436
Saharsa,73,GEN,Bihar [1947 - 1999],G. Thakur,Samyukta Socialist Party,535539,323072,60.3 %,4619,1.4%,BR1967PC73
Saidpur,401,SC,Uttar Pradesh [1947 - 1999],S. Nath,Indian National Congress,516279,270057,52.3 %,13437,5.0%,UP1967PC401
Salem,198,GEN,Madras,K. Rajaram,Dravida Munetra Kazhagam,520373,393435,75.6 %,63509,16.1%,TN1967PC198
Salempur,394,GEN,Uttar Pradesh [1947 - 1999],V. Pandey,Indian National Congress,515742,279698,54.2 %,24301,8.7%,UP1967PC394
Samastipur,70,GEN,Bihar [1947 - 1999],Y. P. Mandal,Indian National Congress,532604,324023,60.8 %,31672,9.8%,BR1967PC70
Sambalpur,312,GEN,Orissa,S. Supakar,Indian National Congress,533170,205646,38.6 %,15762,7.7%,OR1967PC312
Sangli,266,GEN,Maharashtra,S. D. Patil,Indian National Congress,506419,359507,71.0 %,108892,30.3%,MH1967PC266
Sangrur,328,GEN,Punjab,N. Kaur,Akali Dal - Sant Fateh Singh Group,472029,335192,71.0 %,98212,29.3%,PB1967PC328
Sasaram,94,SC,Bihar [1947 - 1999],J. Ram,Indian National Congress,535908,291181,54.3 %,110666,38.0%,BR1967PC94
Satara,264,GEN,Maharashtra,Y. B. Chavan,Indian National Congress,459120,317231,69.1 %,127836,40.3%,MH1967PC264
Satna,153,GEN,Madhya Pradesh [1947 - 1999],D.V. Singh,Indian National Congress,525827,285917,54.4 %,36579,12.8%,MP1967PC153
Sawai Madhopur,339,ST,Rajasthan,M. Lal,Swatantra,543899,274924,50.6 %,61417,22.3%,RJ1967PC339
Secunderabad,31,GEN,Andhra Pradesh,B. A. Mirza,Indian National Congress,466291,241660,51.8 %,82532,34.2%,AP1967PC31
Serampore,461,GEN,West Bengal,B. Ghosh,Indian National Congress,506446,374672,74.0 %,22836,6.1%,WB1967PC461
Shahabad,91,GEN,Bihar [1947 - 1999],B. Bhagat,Indian National Congress,553603,311639,56.3 %,7227,2.3%,BR1967PC91
Shahabad,367,GEN,Uttar Pradesh [1947 - 1999],J. B. Singh,Bhartiya Jan Sangh,510622,266247,52.1 %,1513,0.6%,UP1967PC367
Shahdol,155,ST,Madhya Pradesh [1947 - 1999],G. Kumari,Indian National Congress,471957,191246,40.5 %,97804,51.1%,MP1967PC155
Shahjahanpur,365,GEN,Uttar Pradesh [1947 - 1999],P. K. Khanna,Indian National Congress,515295,257201,49.9 %,3082,1.2%,UP1967PC365
Shahjapur,177,GEN,Madhya Pradesh [1947 - 1999],P. Baboorao,Bhartiya Jan Sangh,503266,289381,57.5 %,39904,13.8%,MP1967PC177
Shimoga,288,GEN,Mysore,J. H. Patel,Samyukta Socialist Party,466047,309326,66.4 %,26054,8.4%,KA1967PC288
Sholapur,257,GEN,Maharashtra,S. F. Damani,Indian National Congress,445183,286454,64.4 %,23713,8.3%,MH1967PC257
Siddipet,32,SC,Andhra Pradesh,G. Venkatswamy,Indian National Congress,489114,322462,65.9 %,97830,30.3%,AP1967PC32
Sidhi,156,GEN,Madhya Pradesh [1947 - 1999],B.P. Singh,Indian National Congress,519407,252241,48.6 %,82383,32.7%,MP1967PC156
Sikar,333,GEN,Rajasthan,S. Saboo,Bhartiya Jan Sangh,607264,382686,63.0 %,20108,5.3%,RJ1967PC333
Simla,510,SC,Himachal Pradesh,P. Singh,Indian National Congress,253012,135164,53.4 %,33130,24.5%,HP1967PC510
Singhbhum,105,ST,Bihar [1947 - 1999],K. Birua,Independent,488906,143332,29.3 %,3627,2.5%,BR1967PC105
Sirsa,141,SC,Haryana,D. Singh,Indian National Congress,507661,365218,71.9 %,159281,43.6%,HR1967PC141
Sitamarhi,66,GEN,Bihar [1947 - 1999],N.P. Yadav,Indian National Congress,564690,375492,66.5 %,517,0.1%,BR1967PC66
Sitapur,368,GEN,Uttar Pradesh [1947 - 1999],S. Nand,Bhartiya Jan Sangh,509509,272222,53.4 %,26074,9.6%,UP1967PC368
Sivaganga,217,GEN,Madras,Kiruttinan,Dravida Munetra Kazhagam,554582,438305,79.0 %,58217,13.3%,TN1967PC217
Sivakasi,219,GEN,Madras,P. Ramamoorthy,Swatantra,525365,423918,80.7 %,31672,7.5%,TN1967PC219
Siwan,60,GEN,Bihar [1947 - 1999],M. Yusuf,Indian National Congress,553081,258446,46.7 %,25777,10.0%,BR1967PC60
South Delhi,501,GEN,Delhi,B. Madhok,Bhartiya Jan Sangh,298699,200365,67.1 %,36321,18.1%,DL1967PC501
Srikakulam,1,GEN,Andhra Pradesh,G. Latchanna,Swatantra,490667,349154,71.2 %,60358,17.3%,AP1967PC01
Srinagar,143,GEN,Jammu & Kashmir,B.G. Mohamad,Jammu & Kashmir National Conference,354364,131997,37.3 %,9236,7.0%,JK1967PC143
Sriperumbudur,187,SC,Madras,P. Sivasankaran,Dravida Munetra Kazhagam,595157,459827,77.3 %,101765,22.1%,TN1967PC187
Sultanpur,377,GEN,Uttar Pradesh [1947 - 1999],G. Sahai,Indian National Congress,527773,235108,44.6 %,46010,19.6%,UP1967PC377
Sundargarh,313,ST,Orissa,D. Amat,Swatantra,478738,217211,45.4 %,44818,20.6%,OR1967PC313
Surat,130,GEN,Gujarat,M.R. Desai,Indian National Congress,422138,260765,61.8 %,122908,47.1%,GJ1967PC130
Surendranagar,110,GEN,Gujarat,Meghrajji,Swatantra,450551,284560,63.2 %,72001,25.3%,GJ1967PC110
Surguja,157,ST,Madhya Pradesh [1947 - 1999],B. Singh,Indian National Congress,439322,162101,36.9 %,10427,6.4%,MP1967PC157
Tamluk,465,GEN,West Bengal,S. C. Samanta,Bangla Congress,515415,416203,80.8 %,150324,36.1%,WB1967PC465
Tarn Taran,319,GEN,Punjab,G.S. Dhillon,Indian National Congress,542288,362554,66.9 %,45192,12.5%,PB1967PC319
Tehri Garhwal,353,GEN,Uttar Pradesh [1947 - 1999],M. M. Shah,Indian National Congress,462166,171159,37.0 %,40894,23.9%,UP1967PC353
Telli Cherry,479,GEN,Kerala,P. Gopalan,Communist Party Of India (MARXIST),475141,368285,77.5 %,84312,22.9%,KL1967PC479
Tenkasi,221,SC,Madras,R. S. Arumugam,Indian National Congress,535903,415332,77.5 %,5746,1.4%,TN1967PC221
Tezpur,50,GEN,Assam,B. C. Bhagavati,Indian National Congress,386826,244275,63.2 %,61475,25.2%,AS1967PC50
Thanjavur,216,GEN,Madras,D.S. Gopalar,Dravida Munetra Kazhagam,521430,440409,84.5 %,22574,5.1%,TN1967PC216
Tikamgarh,152,SC,Madhya Pradesh [1947 - 1999],N. Ram,Indian National Congress,541011,293115,54.2 %,66978,22.9%,MP1967PC152
Tindivanam,193,GEN,Madras,T. D. R. Naidu,Dravida Munetra Kazhagam,547024,419246,76.6 %,32070,7.6%,TN1967PC193
Tiruchendur,222,GEN,Madras,Santosham,Swatantra,548835,399984,72.9 %,394,0.1%,TN1967PC222
Tiruchengode,200,GEN,Madras,K. Anbazhagan,Dravida Munetra Kazhagam,573903,430625,75.0 %,48251,11.2%,TN1967PC200
Tiruchirapalli,210,GEN,Madras,K. A. Nambiar,Communist Party Of India (MARXIST),537064,413935,77.1 %,2545,0.6%,TN1967PC210
Tirunelveli,220,GEN,Madras,S. Xavier,Swatantra,543945,401066,73.7 %,41991,10.5%,TN1967PC220
Tirupathi,20,SC,Andhra Pradesh,C. Dass,Indian National Congress,542125,392936,72.5 %,6769,1.7%,AP1967PC20
Tirupattur,191,GEN,Madras,R. M. Gounder,Dravida Munetra Kazhagam,478183,358100,74.9 %,29231,8.2%,TN1967PC191
Tiruttani,189,GEN,Madras,S. K. Sambandhan,Dravida Munetra Kazhagam,538610,422500,78.4 %,75549,17.9%,TN1967PC189
Tonk,341,SC,Rajasthan,J. Lal,Swatantra,484116,303984,62.8 %,14807,4.9%,RJ1967PC341
Trichur,485,GEN,Kerala,C. Janardhanan,Communist Party Of India,458629,371210,80.9 %,20869,5.6%,KL1967PC485
Tripura East,520,ST,Tripura,S. M. M. K. B. K. D .Bahadur,Indian National Congress,305672,226756,74.2 %,38586,17.0%,TR1967PC520
Tripura West,519,GEN,Tripura,J. K. Choudhury,Indian National Congress,296292,223765,75.5 %,33822,15.1%,TR1967PC519
Trivandrum,496,GEN,Kerala,P. Viswambharan,Samyukta Socialist Party,457981,322711,70.5 %,4478,1.4%,KL1967PC496
Tumkur,275,GEN,Mysore,K. Lakkappa,Praja Socialist Party,446612,282424,63.2 %,261,0.1%,KA1967PC275
Udaipur,345,ST,Rajasthan,Dhuleshwar,Indian National Congress,529320,309849,58.5 %,65506,21.1%,RJ1967PC345
Udhampur,146,GEN,Jammu & Kashmir,G.S. Brigadier,Indian National Congress,418795,253797,60.6 %,56878,22.4%,JK1967PC146
Udipi,285,GEN,Mysore,J. M. L. Prabhu,Swatantra,454974,307257,67.5 %,31310,10.2%,KA1967PC285
Ujjain,178,SC,Madhya Pradesh [1947 - 1999],Hukumchand,Bhartiya Jan Sangh,498856,331094,66.4 %,55331,16.7%,MP1967PC178
Uluberia,460,GEN,West Bengal,J. K. Mondal,Indian National Congress,516638,381423,73.8 %,18025,4.7%,WB1967PC460
Unnao,373,GEN,Uttar Pradesh [1947 - 1999],K. Dev,Indian National Congress,516659,249182,48.2 %,34386,13.8%,UP1967PC373
Varanasi,404,GEN,Uttar Pradesh [1947 - 1999],S. N. Singh,Communist Party Of India (MARXIST),495870,294664,59.4 %,18167,6.2%,UP1967PC404
Vellore,190,SC,Madras,Kuchelar,Dravida Munetra Kazhagam,504140,379272,75.2 %,69732,18.4%,TN1967PC190
Vidisha,176,GEN,Madhya Pradesh [1947 - 1999],S. Sharma,Bhartiya Jan Sangh,508603,291220,57.3 %,64937,22.3%,MP1967PC176
Vijayawada,13,GEN,Andhra Pradesh,K.L. Rao,Indian National Congress,522116,RU,,RU,,AP1967PC13
Visakhapatnam,4,GEN,Andhra Pradesh,T. Viswanatham,Independent,523617,340717,65.1 %,34073,10.0%,AP1967PC04
Vishnupur,471,SC,West Bengal,P. Mondal,Indian National Congress,520033,315034,60.6 %,41190,13.1%,WB1967PC471
Wandiwash,192,GEN,Madras,G. Viswanathan,Dravida Munetra Kazhagam,523306,403205,77.1 %,80659,20.0%,TN1967PC192
Warangal,38,GEN,Andhra Pradesh,R. S. Reddy.,Indian National Congress,522827,361830,69.2 %,69945,19.3%,AP1967PC38
Wardha,248,GEN,Maharashtra,K. J. Bajaj,Indian National Congress,532594,383123,71.9 %,29104,7.6%,MH1967PC248
Yeotmal,249,GEN,Maharashtra,D. S. Patil,Indian National Congress,483231,370703,76.7 %,13648,3.7%,MH1967PC249
